EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10089569,GUILFORD CO., ,05/27/1990,1550,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,81,GSO,0,0, , ,0,0,0, ,0, , ,05/27/1990,1550,36.22,-79.72, , ,"","",69
10089570,GUILFORD CO., ,05/27/1990,1610,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,81,GSO,0,0, , ,0,0,0, ,0, , ,05/27/1990,1610,36.15,-79.80, , ,"","",70
10089571,CATAWBA CO., ,05/28/1990,1725,Hail,.75, ,0,0,0,0,NC,CST, , ,C,35,CLT,0,0, , ,0,0,0, ,0, , ,05/28/1990,1725,35.73,-81.22, , ,"","",71
10089572,IREDELL CO., ,05/28/1990,1800,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,97,GSO,0,0, , ,0,0,0, ,0, , ,05/28/1990,1800,35.83,-80.87, , ,"","",72
10089573,CATAWBA CO., ,05/28/1990,1832,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,35,CLT,0,0, , ,0,0,0, ,0, , ,05/28/1990,1832,35.72,-81.15, , ,"","",73
10089576,WAKE CO., ,06/03/1990,1710,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,183,RDU,0,0, , ,0,0,0, ,0, , ,06/03/1990,1710,35.80,-78.67, , ,"","",74
10089581,CATAWBA CO., ,06/08/1990,1412,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,35,CLT,0,0, , ,0,0,0, ,0, , ,06/08/1990,1412,35.70,-81.22, , ,"","",75
10090643,CALDWELL CO., ,06/08/1990,1421,Hail,1.25, ,0,0,0,0,NC,CST, , ,C,27,AVL,0,0, , ,0,0,0, ,0, , ,06/08/1990,1421,35.97,-81.55, , ,"","",76
10090644,RANDOLPH CO., ,06/08/1990,1425,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,151,GSO,0,0, , ,0,0,0, ,0, , ,06/08/1990,1425,35.92,-79.97, , ,"","",77
10090645,CATAWBA CO., ,06/08/1990,1430,Hail,2.00, ,0,0,0,0,NC,CST, , ,C,35,CLT,0,0, , ,0,0,0, ,0, , ,06/08/1990,1430,35.68,-81.22, , ,"","",78
10090646,LINCOLN CO., ,06/08/1990,1558,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,109,CLT,0,0, , ,0,0,0, ,0, , ,06/08/1990,1558,35.43,-81.27, , ,"","",79
10090647,GASTON CO., ,06/08/1990,1618,Hail,.75, ,0,0,0,0,NC,CST, , ,C,71,CLT,0,0, , ,0,0,0, ,0, , ,06/08/1990,1618,35.40,-81.38, , ,"","",80
10090648,GASTON CO., ,06/08/1990,1700,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,71,CLT,0,0, , ,0,0,0, ,0, , ,06/08/1990,1700,35.38,-81.38, , ,"","",81
10090649,BUNCOMBE CO., ,06/08/1990,1855,Hail,1.50, ,0,0,0,0,NC,CST, , ,C,21,AVL,0,0, , ,0,0,0, ,0, , ,06/08/1990,1855,35.58,-82.62, , ,"","",82
10090652,CASWELL CO., ,06/09/1990,1844,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,33,GSO,0,0, , ,0,0,0, ,0, , ,06/09/1990,1844,36.50,-79.15, , ,"","",83
10090655,COLUMBUS CO., ,06/10/1990,1700,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,47,ILM,0,0, , ,0,0,0, ,0, , ,06/10/1990,1700,34.23,-78.97, , ,"","",84
10090658,DARE CO., ,06/19/1990,1510,Hail,1.25, ,0,0,0,0,NC,CST, , ,C,55,HAT,0,0, , ,0,0,0, ,0, , ,06/19/1990,1510,35.47,-75.65, , ,"","",85
10090660,DARE CO., ,06/22/1990,226,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,55,HAT,0,0, , ,0,0,0, ,0, , ,06/22/1990,226,35.70,-75.73, , ,"","",86
10090671,CATAWBA CO., ,06/22/1990,1219,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,35,CLT,0,0, , ,0,0,0, ,0, , ,06/22/1990,1219,35.73,-81.32, , ,"","",87
10090686,GASTON CO., ,07/01/1990,1345,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,71,CLT,0,0, , ,0,0,0, ,0, , ,07/01/1990,1345,35.32,-81.18, , ,"","",88
10090687,GUILFORD CO., ,07/01/1990,1358,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,81,GSO,0,0, , ,0,0,0, ,0, , ,07/01/1990,1358,36.07,-79.80, , ,"","",89
10090689,MECKLENBURG CO., ,07/01/1990,1410,Hail,.75, ,0,0,0,0,NC,CST, , ,C,119,CLT,0,0, , ,0,0,0, ,0, , ,07/01/1990,1410,35.23,-80.85, , ,"","",90
10090691,CHATHAM CO., ,07/01/1990,1425,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,37,RDU,0,0, , ,0,0,0, ,0, , ,07/01/1990,1425,35.72,-79.18, , ,"","",91
10090692,GATES CO., ,07/01/1990,1430,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,73,HAT,0,0, , ,0,0,0, ,0, , ,07/01/1990,1430,36.43,-76.62, , ,"","",92
10090693,HARNETT CO., ,07/01/1990,1440,Hail,.75, ,0,0,0,0,NC,CST, , ,C,85,RDU,0,0, , ,0,0,0, ,0, , ,07/01/1990,1440,35.37,-78.87, , ,"","",93
10090694,HERTFORD CO., ,07/01/1990,1445,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,91,HAT,0,0, , ,0,0,0, ,0, , ,07/01/1990,1445,36.33,-77.07, , ,"","",94
10090695,LEE CO., ,07/01/1990,1455,Hail,.75, ,0,0,0,0,NC,CST, , ,C,105,RDU,0,0, , ,0,0,0, ,0, , ,07/01/1990,1455,35.48,-79.17, , ,"","",95
10090699,WAKE CO., ,07/01/1990,1545,Hail,2.50, ,0,0,0,0,NC,CST, , ,C,183,RDU,0,0, , ,0,0,0, ,0, , ,07/01/1990,1545,35.98,-78.52, , ,"","",96
10090700,GRANVILLE CO., ,07/01/1990,1600,Hail,2.25, ,0,0,0,0,NC,CST, , ,C,77,RDU,0,0, , ,0,0,0, ,0, , ,07/01/1990,1600,36.13,-78.75, , ,"","",97
10087316,DARE CO., ,07/01/1990,1900,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,55,HAT,0,0, , ,0,0,0, ,0, , ,07/01/1990,1900,35.20,-75.70, , ,"","",98
10087319,NORTHAMPTON CO., ,07/01/1990,1930,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,131,RDU,0,0, , ,0,0,0, ,0, , ,07/01/1990,1930,36.57,-77.52, , ,"","",99
10087325,CRAVEN CO., ,07/06/1990,1820,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,49,ILM,0,0, , ,0,0,0, ,0, , ,07/06/1990,1820,35.18,-77.33, , ,"","",100
10087327,CABARRUS CO., ,07/08/1990,1738,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,25,CLT,0,0, , ,0,0,0, ,0, , ,07/08/1990,1738,35.40,-80.45, , ,"","",101
10087330,MECKLENBURG CO., ,07/10/1990,1610,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,119,CLT,0,0, , ,0,0,0, ,0, , ,07/10/1990,1610,35.23,-80.85, , ,"","",102
