"Observation Time","Diameter (inches)","Diameter (cm)","Diameter (mm)",Latitude,Longitude,"Affected County"
"1993-05-13 13:40:00",1,2.54,25.4,35.48,-81.25,"Lincoln County NC"
"1993-05-13 14:28:00",1,2.54,25.4,35.47,-81.43,"Lincoln County NC"
"1993-05-13 14:30:00",0.75,1.91,19.05,35.45,-81.17,"Lincoln County NC"
"1993-05-13 15:01:00",1,2.54,25.4,35.38,-81.38,"Gaston County NC"
"1993-05-13 15:50:00",0.75,1.91,19.05,35.42,-80.85,"Mecklenburg County NC"
"1993-05-18 15:00:00",1.75,4.45,44.45,35.78,-81.32,"Catawba County NC"
"1993-05-18 15:33:00",1,2.54,25.4,35.68,-80.9,"Iredell County NC"
"1993-05-18 15:45:00",0.75,1.91,19.05,35.33,-77.65,"Lenoir County NC"
"1993-05-19 07:15:00",0.75,1.91,19.05,35.3,-80.6,"Cabarrus County NC"
"1993-05-19 07:30:00",0.75,1.91,19.05,35.23,-80.33,"Stanly County NC"
"1993-05-19 07:40:00",1.75,4.45,44.45,35.68,-78.9,"Wake County NC"
"1993-05-19 07:50:00",1.75,4.45,44.45,35.72,-79.18,"Chatham County NC"
"1993-05-19 07:55:00",2.25,5.72,57.15,35.78,-78.8,"Wake County NC"
"1993-05-19 08:10:00",0.75,1.91,19.05,35.37,-79.9,"Montgomery County NC"
"1993-05-19 08:35:00",1.75,4.45,44.45,35.73,-78.87,"Wake County NC"
"1993-05-19 08:50:00",1,2.54,25.4,35.8,-78.67,"Wake County NC"
"1993-05-19 09:00:00",0.75,1.91,19.05,36.03,-78.48,"Franklin County NC"
"1993-05-19 09:40:00",0.75,1.91,19.05,35.47,-79.18,"Lee County NC"
"1993-05-19 09:47:00",0.75,1.91,19.05,35.67,-78.67,"Wake County NC"
"1993-05-19 10:38:00",1.75,4.45,44.45,35.5,-78.35,"Johnston County NC"
"1993-05-19 11:07:00",1.75,4.45,44.45,35.73,-77.92,"Wilson County NC"
"1993-05-19 11:30:00",0.75,1.91,19.05,35.78,-77.65,"Edgecombe County NC"
"1993-05-19 11:49:00",1.75,4.45,44.45,35.62,-77.38,"Pitt County NC"
"1993-05-19 12:20:00",0.75,1.91,19.05,36,-76.95,"Bertie County NC"
"1993-05-19 12:30:00",0.75,1.91,19.05,35.18,-77.58,"Lenoir County NC"
"1993-05-19 12:42:00",0.75,1.91,19.05,35.22,-77.45,"Craven County NC"
"1993-05-19 15:30:00",0.75,1.91,19.05,34.93,-76.85,"Craven County NC"
"1993-05-29 15:15:00",0.75,1.91,19.05,35.7,-79.83,"Randolph County NC"
"1993-05-29 16:15:00",1.75,4.45,44.45,35,-78.15,"Duplin County NC"
"1993-05-29 16:40:00",1.75,4.45,44.45,36.3,-80.15,"Stokes County NC"
"1993-05-29 18:45:00",0.88,2.24,22.35,35.63,-77.07,"Beaufort County NC"
"1993-05-29 19:00:00",0.75,1.91,19.05,34.77,-78,"Duplin County NC"
"1993-06-04 16:05:00",2.75,6.99,69.85,36.38,-78.1,"Warren County NC"
"1993-06-04 16:40:00",1.75,4.45,44.45,35.95,-80.77,"Iredell County NC"
"1993-06-04 16:45:00",1,2.54,25.4,35.5,-81.55,"Cleveland County NC"
"1993-06-04 16:48:00",3.5,8.89,88.9,35.92,-80.53,"Davie County NC"
"1993-06-04 16:50:00",2.75,6.99,69.85,36.57,-77.52,"Northampton County NC"
"1993-06-04 16:56:00",1,2.54,25.4,36.32,-78.58,"Granville County NC"
"1993-06-04 17:09:00",1.75,4.45,44.45,35.47,-81.3,"Lincoln County NC"
"1993-06-04 17:14:00",0.75,1.91,19.05,36.3,-78.4,"Vance County NC"
"1993-06-04 17:40:00",1.75,4.45,44.45,36.13,-77.15,"Bertie County NC"
"1993-06-04 17:42:00",0.75,1.91,19.05,35.85,-77.9,"Nash County NC"
"1993-06-04 17:45:00",0.75,1.91,19.05,35.7,-80.43,"Rowan County NC"
"1993-06-04 18:05:00",1.75,4.45,44.45,36.05,-79.38,"Alamance County NC"
"1993-06-04 18:10:00",0.88,2.24,22.35,35.92,-76.25,"Tyrrell County NC"
"1993-06-04 18:15:00",1,2.54,25.4,35.9,-77.12,"Martin County NC"
"1993-06-04 18:20:00",1.75,4.45,44.45,35.92,-76.6,"Washington County NC"
"1993-06-04 18:22:00",1.75,4.45,44.45,35.92,-79.03,"Orange County NC"
"1993-06-04 18:37:00",1,2.54,25.4,35.7,-78.87,"Wake County NC"
"1993-06-04 18:40:00",1.75,4.45,44.45,36.08,-77,"Bertie County NC"
"1993-06-05 13:10:00",0.75,1.91,19.05,35.55,-81.37,"Lincoln County NC"
"1993-06-05 13:15:00",1.75,4.45,44.45,35.67,-80.5,"Rowan County NC"
"1993-06-05 13:35:00",0.75,1.91,19.05,35.52,-81.15,"Lincoln County NC"
"1993-06-05 13:40:00",2.75,6.99,69.85,35.57,-80.6,"Rowan County NC"
"1993-06-05 13:45:00",0.75,1.91,19.05,35.67,-80.82,"Iredell County NC"
"1993-06-05 14:00:00",1.75,4.45,44.45,35.48,-81.22,"Lincoln County NC"
"1993-06-05 14:03:00",0.75,1.91,19.05,35.63,-80.9,"Iredell County NC"
"1993-06-05 14:05:00",1.75,4.45,44.45,35.57,-80.58,"Rowan County NC"
"1993-06-05 14:06:00",0.88,2.24,22.35,35.48,-81,"Lincoln County NC"
"1993-06-05 14:39:00",0.88,2.24,22.35,35.45,-80.65,"Cabarrus County NC"
"1993-06-05 14:45:00",2.75,6.99,69.85,35.62,-77.28,"Pitt County NC"
"1993-06-05 14:48:00",0.75,1.91,19.05,35.48,-80.87,"Mecklenburg County NC"
"1993-06-05 14:55:00",1.75,4.45,44.45,36.07,-79.8,"Guilford County NC"
"1993-06-05 14:59:00",0.88,2.24,22.35,35.47,-77.98,"Wayne County NC"
"1993-06-05 15:03:00",1.75,4.45,44.45,35.45,-80.85,"Mecklenburg County NC"
"1993-06-05 15:05:00",2.75,6.99,69.85,35.58,-77.38,"Pitt County NC"
"1993-06-05 15:15:00",3,7.62,76.2,35.62,-77.18,"Pitt County NC"
"1993-06-05 15:20:00",0.88,2.24,22.35,36.15,-78.58,"Granville County NC"
"1993-06-05 15:28:00",0.75,1.91,19.05,35.37,-80.25,"Stanly County NC"
"1993-06-05 15:29:00",1.75,4.45,44.45,35.45,-77.78,"Greene County NC"
"1993-06-05 15:30:00",1.75,4.45,44.45,35.65,-77.07,"Beaufort County NC"
"1993-06-05 15:35:00",0.75,1.91,19.05,35.6,-77.6,"Pitt County NC"
"1993-06-05 15:37:00",0.75,1.91,19.05,35.38,-80.6,"Cabarrus County NC"
"1993-06-05 15:40:00",0.75,1.91,19.05,35.42,-81.32,"Lincoln County NC"
"1993-06-05 15:45:00",1,2.54,25.4,35.85,-77.9,"Nash County NC"
"1993-06-05 15:46:00",1.75,4.45,44.45,35.52,-81.15,"Lincoln County NC"
"1993-06-05 15:53:00",1,2.54,25.4,35.45,-80.65,"Cabarrus County NC"
"1993-06-05 16:00:00",0.75,1.91,19.05,35.45,-80.23,"Stanly County NC"
"1993-06-05 16:06:00",1.25,3.18,31.75,35.6,-77.6,"Pitt County NC"
"1993-06-05 16:11:00",2.75,6.99,69.85,36.07,-78.35,"Franklin County NC"
"1993-06-05 16:17:00",2.75,6.99,69.85,35.53,-77.42,"Pitt County NC"
"1993-06-05 16:19:00",0.75,1.91,19.05,35.97,-77.97,"Nash County NC"
"1993-06-05 16:25:00",1.75,4.45,44.45,35.87,-76.75,"Washington County NC"
"1993-06-05 16:28:00",0.75,1.91,19.05,35.28,-80.85,"Mecklenburg County NC"
"1993-06-05 16:32:00",1.75,4.45,44.45,35.12,-79.48,"Moore County NC"
"1993-06-05 16:34:00",0.75,1.91,19.05,35.93,-77.78,"Edgecombe County NC"
"1993-06-05 16:35:00",1.75,4.45,44.45,35.05,-79.22,"Hoke County NC"
"1993-06-05 16:37:00",0.75,1.91,19.05,35.42,-80.57,"Cabarrus County NC"
"1993-06-05 16:51:00",0.75,1.91,19.05,35.92,-76.25,"Tyrrell County NC"
"1993-06-05 16:57:00",1,2.54,25.4,36.35,-75.95,"Currituck County NC"
"1993-06-05 16:58:00",1.75,4.45,44.45,36.02,-77.87,"Nash County NC"
"1993-06-05 17:00:00",1.75,4.45,44.45,35.3,-80.77,"Mecklenburg County NC"
"1993-06-05 17:05:00",2.75,6.99,69.85,35.13,-80.1,"Anson County NC"
"1993-06-05 17:06:00",1.75,4.45,44.45,35.38,-80.6,"Cabarrus County NC"
"1993-06-05 17:15:00",2.75,6.99,69.85,35.87,-76.75,"Washington County NC"
"1993-06-05 17:18:00",0.75,1.91,19.05,35.93,-77.78,"Edgecombe County NC"
"1993-06-05 17:19:00",1,2.54,25.4,35.85,-77.07,"Martin County NC"
"1993-06-05 17:22:00",0.75,1.91,19.05,35.27,-80.43,"Stanly County NC"
"1993-06-05 17:30:00",2,5.08,50.8,35.43,-76.8,"Beaufort County NC"
"1993-06-05 17:35:00",1.5,3.81,38.1,34.9,-79.02,"Robeson County NC"
"1993-06-05 17:45:00",0.75,1.91,19.05,35.62,-76.87,"Beaufort County NC"
"1993-06-05 17:55:00",1,2.54,25.4,34.8,-78.95,"Robeson County NC"
"1993-06-05 18:00:00",1,2.54,25.4,34.73,-78.78,"Bladen County NC"
"1993-06-05 18:04:00",1.75,4.45,44.45,34.82,-79.5,"Scotland County NC"
"1993-06-05 18:05:00",1,2.54,25.4,34.62,-79,"Robeson County NC"
"1993-06-05 18:17:00",1.75,4.45,44.45,35,-80.08,"Anson County NC"
"1993-06-05 18:20:00",1,2.54,25.4,35.02,-79.78,"Richmond County NC"
"1993-06-05 18:35:00",2,5.08,50.8,35.25,-76.57,"Pamlico County NC"
"1993-06-05 19:20:00",1,2.54,25.4,34.65,-78.72,"Bladen County NC"
"1993-06-09 18:44:00",0.75,1.91,19.05,35.38,-77.62,"Pitt County NC"
"1993-06-11 15:45:00",0.75,1.91,19.05,34.23,-77.93,"New Hanover County NC"
"1993-06-11 16:10:00",1.75,4.45,44.45,34.23,-77.93,"New Hanover County NC"
"1993-06-11 16:54:00",1.75,4.45,44.45,34.43,-77.88,"Pender County NC"
"1993-06-11 17:01:00",1.75,4.45,44.45,34.88,-77.58,"Onslow County NC"
"1993-06-12 12:20:00",0.88,2.24,22.35,34.42,-78.47,"Bladen County NC"
"1993-06-12 12:45:00",1.75,4.45,44.45,35.6,-82.32,"Buncombe County NC"
"1993-06-12 12:50:00",0.75,1.91,19.05,34.32,-78.42,"Columbus County NC"
"1993-06-12 13:20:00",1,2.54,25.4,35.63,-82.48,"Buncombe County NC"
"1993-06-12 13:45:00",0.75,1.91,19.05,35.73,-77.92,"Wilson County NC"
"1993-06-12 14:10:00",1.75,4.45,44.45,35.53,-77.68,"Greene County NC"
"1993-06-12 14:18:00",1,2.54,25.4,35.57,-77.2,"Pitt County NC"
"1993-06-12 15:00:00",0.88,2.24,22.35,35.52,-77.1,"Beaufort County NC"
"1993-06-21 16:25:00",0.75,1.91,19.05,35.6,-77.38,"Pitt County NC"
"1993-06-22 19:30:00",1,2.54,25.4,34.9,-76.88,"Craven County NC"
"1993-07-04 14:58:00",1.75,4.45,44.45,35.15,-76.77,"Pamlico County NC"
"1993-07-04 17:27:00",1,2.54,25.4,34.35,-77.9,"New Hanover County NC"
"1993-07-04 18:05:00",1.75,4.45,44.45,34.23,-77.93,"New Hanover County NC"
"1993-07-04 18:17:00",1.75,4.45,44.45,34.28,-77.88,"New Hanover County NC"
"1993-07-10 12:55:00",1,2.54,25.4,35.28,-79.48,"Moore County NC"
"1993-07-10 13:14:00",1,2.54,25.4,35.42,-78.03,"Wayne County NC"
"1993-07-10 13:35:00",1,2.54,25.4,35.85,-78.67,"Wake County NC"
"1993-07-10 13:45:00",1.75,4.45,44.45,35.18,-78.97,"Cumberland County NC"
"1993-07-10 14:10:00",0.88,2.24,22.35,35.17,-83.43,"Macon County NC"
"1993-07-10 14:30:00",0.88,2.24,22.35,35.13,-82.95,"Transylvania County NC"
"1993-07-10 15:05:00",0.75,1.91,19.05,35.73,-77.92,"Wilson County NC"
"1993-07-10 16:15:00",1.75,4.45,44.45,35.82,-77.25,"Martin County NC"
"1993-07-10 17:15:00",0.88,2.24,22.35,34.52,-78.42,"Bladen County NC"
"1993-07-11 14:45:00",0.75,1.91,19.05,35.38,-77.87,"Wayne County NC"
"1993-07-11 14:50:00",0.75,1.91,19.05,34.9,-77.23,"Jones County NC"
"1993-07-11 15:00:00",0.75,1.91,19.05,35.55,-80.65,"Rowan County NC"
"1993-07-11 15:20:00",0.75,1.91,19.05,36.13,-80.67,"Yadkin County NC"
"1993-07-11 16:53:00",0.75,1.91,19.05,35.53,-79.95,"Randolph County NC"
"1993-07-11 18:35:00",1,2.54,25.4,35.58,-78.8,"Wake County NC"
"1993-07-11 19:56:00",1.75,4.45,44.45,34.75,-78.7,"Bladen County NC"
"1993-07-13 12:55:00",0.88,2.24,22.35,36.3,-76.23,"Pasquotank County NC"
"1993-07-13 14:07:00",0.75,1.91,19.05,36.1,-78.45,"Franklin County NC"
"1993-07-13 14:10:00",1.75,4.45,44.45,35.4,-78.83,"Harnett County NC"
"1993-07-13 14:40:00",1,2.54,25.4,35.78,-78.42,"Wake County NC"
"1993-07-13 15:10:00",1,2.54,25.4,35.33,-76.95,"Beaufort County NC"
"1993-07-19 14:10:00",0.75,1.91,19.05,36.12,-80.08,"Forsyth County NC"
"1993-07-19 15:00:00",0.75,1.91,19.05,35.92,-79.97,"Randolph County NC"
"1993-07-22 14:08:00",1,2.54,25.4,34.97,-80.1,"Anson County NC"
"1993-07-22 15:35:00",1.75,4.45,44.45,35.13,-79.52,"Moore County NC"
"1993-07-22 19:20:00",1.75,4.45,44.45,34.88,-78.05,"Duplin County NC"
"1993-07-23 11:30:00",1.75,4.45,44.45,34.28,-77.92,"New Hanover County NC"
"1993-07-25 13:20:00",1.25,3.18,31.75,35.47,-81.3,"Lincoln County NC"
"1993-07-29 14:40:00",0.75,1.91,19.05,35.22,-78.92,"Cumberland County NC"
"1993-07-29 15:22:00",1,2.54,25.4,35.27,-79.07,"Harnett County NC"
"1993-07-29 16:10:00",1,2.54,25.4,35.2,-78.98,"Cumberland County NC"
"1993-07-29 16:11:00",1.75,4.45,44.45,35.23,-79.07,"Harnett County NC"
"1993-08-03 14:35:00",1.75,4.45,44.45,36.02,-79.03,"Orange County NC"
"1993-08-03 14:40:00",0.88,2.24,22.35,36.02,-78.95,"Durham County NC"
"1993-08-03 17:52:00",0.75,1.91,19.05,34.15,-78.88,"Columbus County NC"
"1993-08-25 13:35:00",1,2.54,25.4,35.78,-82.47,"Buncombe County NC"
"1993-08-25 14:40:00",1,2.54,25.4,35.08,-84.03,"Cherokee County NC"
"1993-08-26 12:18:00",0.75,1.91,19.05,36.2,-78.9,"Durham County NC"
"1993-10-12 03:58:00",0.75,1.91,19.05,35.92,-76.02,"Tyrrell County NC"
"1994-04-13 11:31:00",0.75,1.91,19.05,34.43,-77.88,"Pender County NC"
"1994-04-27 12:07:00",0.75,1.91,19.05,36.18,-81.23,"Wilkes County NC"
"1994-04-27 12:25:00",0.75,1.91,19.05,36.25,-80.85,"Wilkes County NC"
"1994-04-27 12:50:00",1,2.54,25.4,35.68,-82.02,"McDowell County NC"
"1994-04-27 13:00:00",0.75,1.91,19.05,35.13,-84.05,"Cherokee County NC"
"1994-04-27 13:37:00",0.75,1.91,19.05,35.2,-83.4,"Macon County NC"
"1994-05-01 14:24:00",0.75,1.91,19.05,34.53,-79.28,"Robeson County NC"
"1994-05-01 15:15:00",1,2.54,25.4,34.5,-79.12,"Robeson County NC"
"1994-05-01 15:17:00",0.75,1.91,19.05,34.32,-78.92,"Columbus County NC"
"1994-05-01 15:35:00",1.75,4.45,44.45,35.5,-78.25,"Johnston County NC"
"1994-05-01 15:58:00",1,2.54,25.4,35.75,-77.67,"Edgecombe County NC"
"1994-05-01 16:16:00",1,2.54,25.4,35.7,-77.52,"Pitt County NC"
"1994-05-01 16:40:00",0.75,1.91,19.05,35.4,-78.83,"Harnett County NC"
"1994-05-01 16:53:00",1,2.54,25.4,35.78,-77.65,"Edgecombe County NC"
"1994-05-01 19:15:00",0.75,1.91,19.05,35.3,-78.17,"Wayne County NC"
"1994-05-01 20:00:00",0.75,1.91,19.05,35.8,-78.67,"Wake County NC"
"1994-05-01 20:15:00",0.75,1.91,19.05,35.55,-78.37,"Johnston County NC"
"1994-05-03 20:45:00",1.75,4.45,44.45,34.3,-78.7,"Columbus County NC"
"1994-05-15 16:14:00",1.75,4.45,44.45,35.2,-83.83,"Cherokee County NC"
"1994-05-15 16:36:00",1,2.54,25.4,35.77,-81.68,"Burke County NC"
"1994-05-15 20:15:00",0.88,2.24,22.35,35.18,-80.67,"Mecklenburg County NC"
"1994-06-04 16:20:00",0.88,2.24,22.35,35.72,-81.15,"Catawba County NC"
"1994-06-04 16:55:00",0.88,2.24,22.35,35.62,-80.98,"Catawba County NC"
"1994-06-15 19:50:00",0.75,1.91,19.05,36.5,-79.75,"Rockingham County NC"
"1994-06-16 17:43:00",1,2.54,25.4,35.25,-79.45,"Moore County NC"
"1994-06-16 18:40:00",0.75,1.91,19.05,36.45,-78.57,"Granville County NC"
"1994-06-16 18:45:00",0.75,1.91,19.05,35.55,-78.37,"Johnston County NC"
"1994-06-16 19:12:00",0.75,1.91,19.05,35.8,-78.67,"Wake County NC"
"1994-06-16 21:40:00",0.75,1.91,19.05,35.95,-81.18,"Alexander County NC"
"1994-06-17 11:45:00",0.75,1.91,19.05,35.07,-77.37,"Jones County NC"
"1994-06-17 13:15:00",0.75,1.91,19.05,35.62,-77.38,"Pitt County NC"
"1994-06-17 14:30:00",0.75,1.91,19.05,35.38,-77.98,"Wayne County NC"
"1994-06-17 14:39:00",1.75,4.45,44.45,34.73,-78.85,"Bladen County NC"
"1994-06-17 15:11:00",0.75,1.91,19.05,35.42,-78.03,"Wayne County NC"
"1994-06-20 17:00:00",1.25,3.18,31.75,35.05,-77.75,"Lenoir County NC"
"1994-06-21 14:15:00",1.25,3.18,31.75,36.43,-80.27,"Stokes County NC"
"1994-06-21 15:44:00",0.75,1.91,19.05,36.25,-78.33,"Vance County NC"
"1994-06-21 16:55:00",0.75,1.91,19.05,35.35,-78.62,"Harnett County NC"
"1994-06-24 17:42:00",1.25,3.18,31.75,35.8,-78.67,"Wake County NC"
"1994-06-27 09:30:00",0.75,1.91,19.05,34.32,-78.67,"Columbus County NC"
"1994-06-27 14:30:00",0.75,1.91,19.05,35.7,-80.9,"Iredell County NC"
"1994-06-28 16:20:00",0.75,1.91,19.05,35.33,-83.82,"Graham County NC"
"1994-06-28 22:58:00",1.5,3.81,38.1,35.08,-78.87,"Cumberland County NC"
"1994-06-28 23:45:00",0.75,1.91,19.05,35.32,-78.62,"Harnett County NC"
"1994-06-29 00:15:00",1.5,3.81,38.1,35.53,-78.28,"Johnston County NC"
"1994-06-29 07:15:00",1.75,4.45,44.45,34.27,-77.9,"New Hanover County NC"
"1994-06-29 15:01:00",0.75,1.91,19.05,34.53,-79.28,"Robeson County NC"
"1994-06-29 15:40:00",1,2.54,25.4,35.18,-79.4,"Moore County NC"
"1994-06-29 16:25:00",1,2.54,25.4,35.35,-79.45,"Moore County NC"
"1994-06-29 16:30:00",1,2.54,25.4,35.65,-78.47,"Johnston County NC"
"1994-06-29 17:10:00",0.88,2.24,22.35,34.42,-78.83,"Columbus County NC"
"1994-06-29 17:45:00",0.75,1.91,19.05,36.28,-80.37,"Stokes County NC"
"1994-06-29 18:15:00",1.25,3.18,31.75,36.42,-79.78,"Rockingham County NC"
"1994-06-29 18:49:00",0.75,1.91,19.05,36.37,-79.67,"Rockingham County NC"
"1994-06-30 18:20:00",1.5,3.81,38.1,36.38,-78.38,"Vance County NC"
"1994-06-30 19:08:00",0.75,1.91,19.05,36.4,-78.17,"Warren County NC"
"1994-06-30 19:13:00",0.75,1.91,19.05,36.27,-79.05,"Person County NC"
"1994-06-30 21:45:00",0.75,1.91,19.05,36.02,-78.92,"Durham County NC"
"1994-06-30 22:00:00",0.75,1.91,19.05,36.37,-79.67,"Rockingham County NC"
"1994-07-01 06:20:00",1.75,4.45,44.45,36.38,-78.38,"Vance County NC"
"1994-07-01 07:08:00",0.75,1.91,19.05,36.4,-78.17,"Warren County NC"
"1994-07-10 13:58:00",0.75,1.91,19.05,35.82,-78.83,"Wake County NC"
"1994-07-16 13:35:00",0.75,1.91,19.05,35.97,-80,"Guilford County NC"
"1994-07-16 17:20:00",1.75,4.45,44.45,35.3,-77.27,"Craven County NC"
"1994-07-18 18:15:00",1,2.54,25.4,35.6,-80.23,"Davidson County NC"
"1994-07-19 16:05:00",1.75,4.45,44.45,35.23,-80.85,"Mecklenburg County NC"
"1994-08-02 19:18:00",0.75,1.91,19.05,36.32,-78.58,"Granville County NC"
"1994-08-02 19:45:00",0.88,2.24,22.35,36.38,-78.38,"Vance County NC"
"1994-08-04 11:30:00",0.75,1.91,19.05,35.12,-77.05,"Craven County NC"
"1994-08-05 14:50:00",0.75,1.91,19.05,36.3,-76.23,"Pasquotank County NC"
"1994-08-05 15:00:00",0.75,1.91,19.05,36.35,-76.18,"Camden County NC"
"1994-08-05 15:05:00",0.88,2.24,22.35,35.62,-77.38,"Pitt County NC"
"1994-08-05 15:45:00",0.75,1.91,19.05,34.57,-77.88,"Pender County NC"
"1994-08-05 15:55:00",0.8,2.03,20.32,35.92,-76.25,"Tyrrell County NC"
"1994-08-16 17:29:00",0.75,1.91,19.05,36.02,-80.38,"Forsyth County NC"
"1994-08-19 13:00:00",0.75,1.91,19.05,35.98,-81.4,"Caldwell County NC"
"1994-08-19 13:05:00",0.75,1.91,19.05,35.73,-81.8,"Burke County NC"
"1994-08-19 13:25:00",0.75,1.91,19.05,35.93,-81.17,"Alexander County NC"
"1994-08-19 15:42:00",1,2.54,25.4,35.3,-81.03,"Gaston County NC"
"1994-08-19 18:15:00",1.25,3.18,31.75,36.15,-81.17,"Wilkes County NC"
"1994-08-27 11:16:00",1.75,4.45,44.45,36.38,-80.85,"Surry County NC"
"1994-08-27 13:45:00",0.75,1.91,19.05,35.97,-80,"Guilford County NC"
"1994-08-27 14:35:00",0.75,1.91,19.05,36.45,-78.57,"Granville County NC"
"1994-08-27 14:48:00",0.75,1.91,19.05,35.47,-79.6,"Moore County NC"
"1994-08-27 15:14:00",1.75,4.45,44.45,35.08,-80.7,"Union County NC"
"1994-08-27 15:30:00",0.88,2.24,22.35,34.75,-77.42,"Onslow County NC"
"1994-08-27 16:22:00",0.88,2.24,22.35,35.78,-78.48,"Wake County NC"
"1994-08-27 16:30:00",0.75,1.91,19.05,35.33,-77.97,"Wayne County NC"
"1994-08-31 15:22:00",1.75,4.45,44.45,35.97,-81.55,"Caldwell County NC"
"1994-09-01 14:30:00",1.75,4.45,44.45,34.92,-80.75,"Union County NC"
"1994-09-25 14:52:00",1,2.54,25.4,35.27,-80.43,"Stanly County NC"
"1994-09-25 17:40:00",0.75,1.91,19.05,35.67,-80.5,"Rowan County NC"
"1994-09-25 20:07:00",0.75,1.91,19.05,35.58,-80.82,"Iredell County NC"
"1994-09-26 14:05:00",0.8,2.03,20.32,35.77,-77.13,"Martin County NC"
"1994-09-26 15:15:00",1.6,4.06,40.64,36.45,-77.1,"Hertford County NC"
"1994-10-26 13:55:00",0.75,1.91,19.05,34.83,-76.53,"Carteret County NC"
"1995-01-05 21:20:00",1.75,4.45,44.45,35,-80.08,"Anson County NC"
"1995-02-23 17:35:00",1,2.54,25.4,34.32,-78.52,"Columbus County NC"
"1995-03-08 14:30:00",1,2.54,25.4,36.32,-78.58,"Granville County NC"
"1995-03-08 15:30:00",1.75,4.45,44.45,36.32,-78.58,"Granville County NC"
"1995-03-22 20:35:00",1.75,4.45,44.45,34.55,-77.4,"Onslow County NC"
"1995-03-23 16:35:00",0.75,1.91,19.05,34.73,-79.33,"Robeson County NC"
"1995-03-23 16:45:00",0.75,1.91,19.05,34.57,-79,"Robeson County NC"
"1995-03-23 16:55:00",1.75,4.45,44.45,35.73,-78.88,"Wake County NC"
"1995-03-23 17:40:00",0.88,2.24,22.35,34.82,-78.35,"Sampson County NC"
"1995-03-23 18:09:00",0.75,1.91,19.05,35.55,-78.37,"Johnston County NC"
"1995-03-23 18:10:00",0.75,1.91,19.05,35.48,-78.82,"Harnett County NC"
"1995-03-23 18:25:00",1.75,4.45,44.45,34.75,-77.42,"Onslow County NC"
"1995-03-23 19:08:00",1.75,4.45,44.45,34.93,-76.85,"Craven County NC"
"1995-04-24 02:55:00",1,2.54,25.4,35.45,-77.68,"Greene County NC"
"1995-04-30 11:39:00",0.75,1.91,19.05,35.1,-77.08,"Craven County NC"
"1995-04-30 16:50:00",1.75,4.45,44.45,35.35,-80.22,"Stanly County NC"
"1995-04-30 17:44:00",0.75,1.91,19.05,35.35,-79.45,"Moore County NC"
"1995-04-30 18:00:00",0.75,1.91,19.05,35.47,-81.27,"Lincoln County NC"
"1995-04-30 18:20:00",0.75,1.91,19.05,35.62,-77.38,"Pitt County NC"
"1995-04-30 19:18:00",1.75,4.45,44.45,35.15,-77.72,"Lenoir County NC"
"1995-04-30 19:40:00",0.75,1.91,19.05,35.23,-80.85,"Mecklenburg County NC"
"1995-04-30 21:20:00",1.75,4.45,44.45,35,-77.23,"Jones County NC"
"1995-04-30 21:41:00",1.75,4.45,44.45,35.1,-77.03,"Craven County NC"
"1995-05-01 19:59:00",0.75,1.91,19.05,35.5,-80.63,"Cabarrus County NC"
"1995-05-01 20:03:00",1.75,4.45,44.45,35.27,-81.18,"Gaston County NC"
"1995-05-01 20:07:00",1.75,4.45,44.45,35.13,-80.38,"Union County NC"
"1995-05-01 20:11:00",0.88,2.24,22.35,35.4,-80.45,"Cabarrus County NC"
"1995-05-01 20:17:00",1,2.54,25.4,35.23,-80.85,"Mecklenburg County NC"
"1995-05-01 20:25:00",0.75,1.91,19.05,35.5,-80.63,"Cabarrus County NC"
"1995-05-01 20:40:00",1.75,4.45,44.45,35.4,-81.53,"Cleveland County NC"
"1995-05-01 20:41:00",1.75,4.45,44.45,35.02,-80.55,"Union County NC"
"1995-05-02 02:13:00",0.75,1.91,19.05,35.53,-76.63,"Beaufort County NC"
"1995-05-02 02:35:00",3.5,8.89,88.9,35.42,-76.33,"Hyde County NC"
"1995-05-02 03:50:00",1,2.54,25.4,35.6,-75.48,"Dare County NC"
"1995-05-05 13:13:00",0.75,1.91,19.05,36.37,-76.08,"Currituck County NC"
"1995-05-10 15:00:00",0.88,2.24,22.35,36.07,-80.63,"Yadkin County NC"
"1995-05-10 18:57:00",0.88,2.24,22.35,36.35,-79.63,"Rockingham County NC"
"1995-05-10 19:00:00",1,2.54,25.4,36.42,-79.32,"Caswell County NC"
"1995-05-11 16:22:00",1.5,3.81,38.1,36.13,-78.75,"Granville County NC"
"1995-05-11 17:00:00",0.75,1.91,19.05,35.42,-81.32,"Lincoln County NC"
"1995-05-11 17:15:00",1,2.54,25.4,36.05,-76.72,"Bertie County NC"
"1995-05-11 17:37:00",0.88,2.24,22.35,35.42,-78.03,"Wayne County NC"
"1995-05-11 17:50:00",0.75,1.91,19.05,35.87,-76.4,"Washington County NC"
"1995-05-11 17:59:00",1.75,4.45,44.45,35.92,-76.25,"Tyrrell County NC"
"1995-05-11 18:46:00",0.75,1.91,19.05,35.32,-77.8,"Lenoir County NC"
"1995-05-11 19:05:00",0.75,1.91,19.05,35.5,-77.25,"Pitt County NC"
"1995-05-13 13:06:00",0.75,1.91,19.05,36.27,-81.78,"Watauga County NC"
"1995-05-13 14:20:00",1.1,2.79,27.94,36.13,-81.68,"Watauga County NC"
"1995-05-13 14:40:00",0.88,2.24,22.35,36.13,-81.68,"Watauga County NC"
