"Observation Time","Diameter (inches)","Diameter (cm)","Diameter (mm)",Latitude,Longitude,"Affected County"
"1998-06-03 19:25:00",2.75,6.99,69.85,35.3,-76.8,"Beaufort County NC"
"1998-06-03 19:27:00",1.75,4.45,44.45,35.8,-78.67,"Wake County NC"
"1998-06-03 19:30:00",1.75,4.45,44.45,36.07,-79.17,"Orange County NC"
"1998-06-03 19:33:00",0.75,1.91,19.05,35.93,-81.08,"Iredell County NC"
"1998-06-03 19:35:00",2.75,6.99,69.85,35.97,-77.3,"Martin County NC"
"1998-06-03 19:36:00",1,2.54,25.4,36.03,-81.03,"Alexander County NC"
"1998-06-03 19:38:00",1.75,4.45,44.45,35.7,-80.43,"Rowan County NC"
"1998-06-03 19:45:00",1.75,4.45,44.45,35.85,-77.07,"Martin County NC"
"1998-06-03 19:55:00",0.75,1.91,19.05,35.92,-80.27,"Davidson County NC"
"1998-06-03 20:00:00",0.75,1.91,19.05,36.02,-80.13,"Davidson County NC"
"1998-06-03 20:10:00",1.75,4.45,44.45,35.73,-79.67,"Randolph County NC"
"1998-06-03 21:45:00",0.88,2.24,22.35,35,-78.33,"Sampson County NC"
"1998-06-04 15:58:00",0.88,2.24,22.35,34.48,-78.65,"Bladen County NC"
"1998-06-10 02:35:00",1.5,3.81,38.1,36.4,-81.5,"Ashe County NC"
"1998-06-10 03:00:00",0.75,1.91,19.05,36.3,-81.17,"Wilkes County NC"
"1998-06-10 04:10:00",0.75,1.91,19.05,36.55,-81,"Alleghany County NC"
"1998-06-10 05:00:00",1,2.54,25.4,35.72,-81.15,"Catawba County NC"
"1998-06-10 05:25:00",1,2.54,25.4,35.58,-80.82,"Iredell County NC"
"1998-06-10 06:10:00",0.88,2.24,22.35,35.23,-80.33,"Stanly County NC"
"1998-06-10 07:12:00",0.75,1.91,19.05,35.02,-80.77,"Union County NC"
"1998-06-10 08:07:00",0.75,1.91,19.05,35.3,-81.02,"Gaston County NC"
"1998-06-11 12:36:00",0.88,2.24,22.35,36.4,-80.98,"Alleghany County NC"
"1998-06-11 13:15:00",0.75,1.91,19.05,35.8,-81.43,"Caldwell County NC"
"1998-06-11 13:35:00",0.75,1.91,19.05,35.68,-81.22,"Catawba County NC"
"1998-06-11 14:05:00",1.75,4.45,44.45,35.72,-81.43,"Burke County NC"
"1998-06-11 14:24:00",1.75,4.45,44.45,35.7,-81.3,"Catawba County NC"
"1998-06-12 15:40:00",1.75,4.45,44.45,35.63,-76.22,"Tyrrell County NC"
"1998-06-12 17:00:00",1.75,4.45,44.45,35.53,-76.23,"Hyde County NC"
"1998-06-13 13:31:00",0.75,1.91,19.05,35,-78.08,"Duplin County NC"
"1998-06-13 13:38:00",1.75,4.45,44.45,36.4,-77.43,"Northampton County NC"
"1998-06-13 13:40:00",0.75,1.91,19.05,35.55,-79.18,"Lee County NC"
"1998-06-13 14:47:00",2,5.08,50.8,34.27,-77.9,"New Hanover County NC"
"1998-06-13 14:50:00",0.75,1.91,19.05,36.32,-76.62,"Chowan County NC"
"1998-06-13 15:30:00",1.75,4.45,44.45,36.03,-76.92,"Bertie County NC"
"1998-06-13 15:45:00",1,2.54,25.4,35.45,-77.68,"Greene County NC"
"1998-06-13 16:10:00",0.75,1.91,19.05,35.53,-77.42,"Pitt County NC"
"1998-06-13 16:15:00",2.75,6.99,69.85,35.87,-76.4,"Washington County NC"
"1998-06-13 16:31:00",0.75,1.91,19.05,35.92,-76.25,"Tyrrell County NC"
"1998-06-13 16:50:00",0.75,1.91,19.05,35.83,-76.82,"Martin County NC"
"1998-06-13 16:55:00",1.75,4.45,44.45,35.87,-76.62,"Washington County NC"
"1998-06-13 17:50:00",0.75,1.91,19.05,35.72,-76.15,"Tyrrell County NC"
"1998-06-14 22:55:00",0.75,1.91,19.05,36.1,-80.25,"Forsyth County NC"
"1998-06-14 23:05:00",0.75,1.91,19.05,35.42,-80,"Montgomery County NC"
"1998-06-14 23:15:00",0.88,2.24,22.35,35.98,-80.27,"Davidson County NC"
"1998-06-14 23:25:00",0.75,1.91,19.05,36.07,-79.8,"Guilford County NC"
"1998-06-14 23:30:00",0.88,2.24,22.35,35.82,-79.87,"Randolph County NC"
"1998-06-15 00:00:00",0.75,1.91,19.05,35.78,-79.37,"Chatham County NC"
"1998-06-15 00:20:00",0.75,1.91,19.05,35.7,-79.83,"Randolph County NC"
"1998-06-15 14:15:00",2,5.08,50.8,35.72,-76.23,"Tyrrell County NC"
"1998-06-15 15:12:00",2,5.08,50.8,36.18,-77.23,"Bertie County NC"
"1998-06-15 15:56:00",1.25,3.18,31.75,36,-76.95,"Bertie County NC"
"1998-06-15 16:43:00",0.75,1.91,19.05,35.8,-78.67,"Wake County NC"
"1998-06-16 12:00:00",2,5.08,50.8,35.92,-81.68,"Caldwell County NC"
"1998-06-16 12:20:00",2,5.08,50.8,35.98,-81.4,"Caldwell County NC"
"1998-06-16 12:36:00",1.75,4.45,44.45,36.53,-80.87,"Surry County NC"
"1998-06-16 12:55:00",1.25,3.18,31.75,35.9,-81.08,"Alexander County NC"
"1998-06-16 13:30:00",1.25,3.18,31.75,36.5,-79.75,"Rockingham County NC"
"1998-06-16 16:00:00",0.75,1.91,19.05,35.73,-81.32,"Catawba County NC"
"1998-06-16 16:15:00",0.75,1.91,19.05,35.73,-81.15,"Catawba County NC"
"1998-06-19 12:05:00",1,2.54,25.4,35.48,-76.7,"Beaufort County NC"
"1998-06-19 12:30:00",1,2.54,25.4,35.53,-76.63,"Beaufort County NC"
"1998-06-19 14:00:00",0.75,1.91,19.05,35.15,-77.72,"Lenoir County NC"
"1998-06-19 14:35:00",1.25,3.18,31.75,34.92,-77.77,"Duplin County NC"
"1998-06-19 16:13:00",1,2.54,25.4,34.78,-78.4,"Sampson County NC"
"1998-06-22 20:00:00",0.75,1.91,19.05,35.57,-82.4,"Buncombe County NC"
"1998-06-23 12:25:00",0.88,2.24,22.35,36.23,-76.03,"Camden County NC"
"1998-06-23 15:20:00",1.25,3.18,31.75,35.98,-78.52,"Wake County NC"
"1998-06-23 18:30:00",1,2.54,25.4,34.9,-77.53,"Onslow County NC"
"1998-06-23 19:00:00",1.75,4.45,44.45,34.75,-77.42,"Onslow County NC"
"1998-06-23 19:40:00",1.75,4.45,44.45,34.77,-77.38,"Onslow County NC"
"1998-06-24 16:40:00",0.88,2.24,22.35,35.02,-80.77,"Union County NC"
"1998-06-24 16:55:00",0.75,1.91,19.05,34.93,-80.67,"Union County NC"
"1998-06-24 17:19:00",1.75,4.45,44.45,35.28,-82.4,"Henderson County NC"
"1998-06-28 16:15:00",0.75,1.91,19.05,34.53,-78.8,"Bladen County NC"
"1998-06-28 16:42:00",1.5,3.81,38.1,34.42,-78.7,"Columbus County NC"
"1998-07-04 19:09:00",0.75,1.91,19.05,35.78,-78.48,"Wake County NC"
"1998-07-19 15:50:00",1.25,3.18,31.75,35.07,-78.9,"Cumberland County NC"
"1998-07-19 18:50:00",0.88,2.24,22.35,34.92,-79.45,"Scotland County NC"
"1998-07-19 19:01:00",0.75,1.91,19.05,34.93,-79.22,"Hoke County NC"
"1998-07-20 20:06:00",0.75,1.91,19.05,34.98,-80.67,"Union County NC"
"1998-07-21 14:00:00",0.75,1.91,19.05,35.6,-82.4,"Buncombe County NC"
"1998-07-22 13:05:00",1.25,3.18,31.75,35.28,-78.42,"Johnston County NC"
"1998-07-22 15:20:00",1,2.54,25.4,35.38,-78.52,"Johnston County NC"
"1998-07-24 16:15:00",0.75,1.91,19.05,34.27,-78.7,"Columbus County NC"
"1998-08-12 15:20:00",1.25,3.18,31.75,34.77,-77.8,"Duplin County NC"
"1998-08-19 14:35:00",1,2.54,25.4,34.25,-78.05,"Brunswick County NC"
"1998-09-01 14:05:00",0.88,2.24,22.35,35.05,-77.75,"Lenoir County NC"
"1998-09-06 15:15:00",0.75,1.91,19.05,35.75,-81.7,"Burke County NC"
"1998-09-06 16:30:00",1,2.54,25.4,35.2,-83.87,"Cherokee County NC"
"1998-09-07 14:52:00",0.75,1.91,19.05,35.3,-81.52,"Cleveland County NC"
"1998-09-08 10:55:00",0.75,1.91,19.05,35.6,-77.7,"Greene County NC"
"1998-09-08 11:02:00",1,2.54,25.4,35.6,-77.6,"Pitt County NC"
"1998-09-08 11:25:00",1,2.54,25.4,35.57,-77.35,"Pitt County NC"
"1998-09-08 11:35:00",1,2.54,25.4,35.32,-77.98,"Wayne County NC"
"1998-09-08 11:41:00",0.75,1.91,19.05,35.32,-77.8,"Lenoir County NC"
"1998-09-08 12:38:00",1,2.54,25.4,34.73,-78.78,"Bladen County NC"
"1998-09-08 13:15:00",1,2.54,25.4,34.7,-78.2,"Sampson County NC"
"1998-09-08 13:25:00",1.75,4.45,44.45,34.68,-77.97,"Pender County NC"
"1998-09-08 13:39:00",0.75,1.91,19.05,34.32,-78.52,"Columbus County NC"
"1998-09-08 14:10:00",0.75,1.91,19.05,34.28,-77.93,"New Hanover County NC"
"1998-09-28 13:15:00",0.75,1.91,19.05,35.63,-82.18,"McDowell County NC"
"1999-02-12 17:45:00",1,2.54,25.4,35.38,-77.98,"Wayne County NC"
"1999-02-19 14:05:00",0.75,1.91,19.05,34.32,-78.42,"Columbus County NC"
"1999-02-19 15:15:00",1,2.54,25.4,34.23,-77.93,"New Hanover County NC"
"1999-02-19 15:30:00",0.75,1.91,19.05,34.55,-77.93,"Pender County NC"
"1999-02-28 13:57:00",1,2.54,25.4,34.68,-77.97,"Pender County NC"
"1999-02-28 14:05:00",0.75,1.91,19.05,36.43,-77.23,"Northampton County NC"
"1999-02-28 14:10:00",1,2.54,25.4,34.53,-79.28,"Robeson County NC"
"1999-02-28 14:15:00",0.75,1.91,19.05,36.45,-77.1,"Hertford County NC"
"1999-02-28 14:35:00",0.75,1.91,19.05,34.5,-79.12,"Robeson County NC"
"1999-02-28 20:54:00",0.75,1.91,19.05,34.67,-77.47,"Onslow County NC"
"1999-03-03 11:00:00",0.75,1.91,19.05,35.47,-81.27,"Lincoln County NC"
"1999-03-03 12:35:00",0.75,1.91,19.05,35.32,-77.8,"Lenoir County NC"
"1999-03-21 03:30:00",1,2.54,25.4,34.13,-78.7,"Columbus County NC"
"1999-03-21 13:57:00",0.75,1.91,19.05,35.28,-78.93,"Harnett County NC"
"1999-03-21 14:00:00",0.75,1.91,19.05,35.07,-78.9,"Cumberland County NC"
"1999-03-21 14:15:00",0.75,1.91,19.05,35.73,-78.87,"Wake County NC"
"1999-03-21 14:56:00",0.75,1.91,19.05,35.8,-78.67,"Wake County NC"
"1999-03-21 15:00:00",0.88,2.24,22.35,36.2,-78.72,"Granville County NC"
"1999-03-21 15:27:00",0.75,1.91,19.05,35.18,-78.97,"Cumberland County NC"
"1999-03-21 15:48:00",0.75,1.91,19.05,35,-78.33,"Sampson County NC"
"1999-03-21 15:57:00",0.75,1.91,19.05,35.97,-78.18,"Franklin County NC"
"1999-03-21 16:01:00",1,2.54,25.4,35.95,-78.12,"Nash County NC"
"1999-03-21 16:10:00",0.75,1.91,19.05,35.38,-77.98,"Wayne County NC"
"1999-04-09 20:09:00",0.75,1.91,19.05,36.13,-77.42,"Halifax County NC"
"1999-04-09 20:34:00",0.88,2.24,22.35,36.05,-77.9,"Nash County NC"
"1999-04-11 13:38:00",1,2.54,25.4,35.6,-77.6,"Pitt County NC"
"1999-04-11 15:30:00",1.75,4.45,44.45,35.05,-78.33,"Sampson County NC"
"1999-04-11 15:40:00",0.75,1.91,19.05,35.15,-78.1,"Duplin County NC"
"1999-04-11 18:03:00",1,2.54,25.4,35.33,-78.68,"Harnett County NC"
"1999-04-11 18:56:00",1,2.54,25.4,35.27,-77.58,"Lenoir County NC"
"1999-04-15 15:41:00",0.75,1.91,19.05,36.33,-78.4,"Vance County NC"
"1999-04-15 16:05:00",2,5.08,50.8,36.28,-77.98,"Warren County NC"
"1999-04-15 16:40:00",0.75,1.91,19.05,36.25,-77.93,"Halifax County NC"
"1999-04-15 17:05:00",0.75,1.91,19.05,36.27,-77.28,"Northampton County NC"
"1999-04-15 17:20:00",0.75,1.91,19.05,36.18,-77.67,"Halifax County NC"
"1999-04-23 17:50:00",0.75,1.91,19.05,36.57,-81.4,"Ashe County NC"
"1999-04-23 18:43:00",1,2.54,25.4,35.85,-82.68,"Madison County NC"
"1999-04-27 14:48:00",0.75,1.91,19.05,35.67,-82.12,"McDowell County NC"
"1999-04-27 15:10:00",0.75,1.91,19.05,35.83,-81.02,"Iredell County NC"
"1999-04-27 15:15:00",0.75,1.91,19.05,35.25,-81.35,"Cleveland County NC"
"1999-04-27 15:37:00",0.75,1.91,19.05,35.68,-82.02,"McDowell County NC"
"1999-04-27 19:37:00",1.25,3.18,31.75,35.18,-80.67,"Mecklenburg County NC"
"1999-05-06 00:00:00",1,2.54,25.4,35.05,-83.2,"Macon County NC"
"1999-05-06 00:55:00",0.88,2.24,22.35,35.5,-83,"Haywood County NC"
"1999-05-06 03:15:00",0.75,1.91,19.05,35.32,-83.18,"Jackson County NC"
"1999-05-06 04:02:00",0.75,1.91,19.05,35.6,-82.57,"Buncombe County NC"
"1999-05-06 14:40:00",1.75,4.45,44.45,34.5,-79.12,"Robeson County NC"
"1999-05-06 15:45:00",0.75,1.91,19.05,34.32,-78.82,"Columbus County NC"
"1999-05-06 16:05:00",0.75,1.91,19.05,34.82,-78.03,"Duplin County NC"
"1999-05-07 13:05:00",1.75,4.45,44.45,35.08,-84.03,"Cherokee County NC"
"1999-05-07 13:36:00",0.75,1.91,19.05,35.33,-83.82,"Graham County NC"
"1999-05-07 14:09:00",0.75,1.91,19.05,35.43,-83.47,"Swain County NC"
"1999-05-07 15:00:00",0.75,1.91,19.05,36.53,-81.57,"Ashe County NC"
"1999-05-07 16:20:00",1,2.54,25.4,34.8,-78.87,"Bladen County NC"
"1999-05-07 16:40:00",1.75,4.45,44.45,35.07,-77.83,"Duplin County NC"
"1999-05-07 16:49:00",1,2.54,25.4,35.27,-77.58,"Lenoir County NC"
"1999-05-07 17:00:00",1,2.54,25.4,36.28,-80.78,"Yadkin County NC"
"1999-05-07 17:10:00",0.88,2.24,22.35,34.95,-78.75,"Cumberland County NC"
"1999-05-07 17:20:00",0.88,2.24,22.35,34.95,-78.53,"Sampson County NC"
"1999-05-07 17:22:00",0.88,2.24,22.35,35.6,-82.57,"Buncombe County NC"
"1999-05-07 17:26:00",1.25,3.18,31.75,35.6,-82.57,"Buncombe County NC"
"1999-05-07 17:29:00",1.25,3.18,31.75,35.6,-82.48,"Buncombe County NC"
"1999-05-07 17:55:00",1,2.54,25.4,36.48,-80.25,"Stokes County NC"
"1999-05-07 18:00:00",0.75,1.91,19.05,35.75,-78.07,"Wilson County NC"
"1999-05-07 18:14:00",1,2.54,25.4,36.52,-80.2,"Stokes County NC"
"1999-05-07 18:34:00",0.75,1.91,19.05,35.07,-83.38,"Macon County NC"
"1999-05-13 15:45:00",0.88,2.24,22.35,35.33,-82.38,"Henderson County NC"
"1999-05-13 15:48:00",1.75,4.45,44.45,35.4,-82.58,"Henderson County NC"
"1999-05-13 16:25:00",1.75,4.45,44.45,34.95,-80.47,"Union County NC"
"1999-05-13 16:50:00",0.75,1.91,19.05,35.63,-80.12,"Davidson County NC"
"1999-05-13 17:25:00",0.88,2.24,22.35,34.5,-79.13,"Robeson County NC"
"1999-05-13 18:05:00",1,2.54,25.4,36.08,-81.93,"Avery County NC"
"1999-05-13 18:06:00",0.75,1.91,19.05,36.28,-78.5,"Vance County NC"
"1999-05-14 11:30:00",1.75,4.45,44.45,34.23,-78.97,"Columbus County NC"
"1999-05-14 12:30:00",2,5.08,50.8,34.15,-78.88,"Columbus County NC"
"1999-05-14 13:30:00",0.88,2.24,22.35,34.5,-79.12,"Robeson County NC"
"1999-05-14 13:40:00",0.75,1.91,19.05,34.33,-78.22,"Columbus County NC"
"1999-05-14 14:24:00",1.75,4.45,44.45,34.02,-78.18,"Brunswick County NC"
"1999-05-14 14:43:00",1.75,4.45,44.45,34.07,-78.15,"Brunswick County NC"
"1999-05-14 14:59:00",0.88,2.24,22.35,33.9,-78.13,"Brunswick County NC"
"1999-05-14 15:45:00",1.75,4.45,44.45,33.92,-78.03,"Brunswick County NC"
"1999-05-22 11:38:00",1.75,4.45,44.45,35.67,-80.58,"Rowan County NC"
"1999-05-23 15:45:00",1,2.54,25.4,35.55,-77.05,"Beaufort County NC"
"1999-06-02 15:05:00",1,2.54,25.4,35.5,-82.45,"Buncombe County NC"
"1999-06-03 13:50:00",1.75,4.45,44.45,35.3,-81.55,"Cleveland County NC"
"1999-06-03 14:00:00",0.75,1.91,19.05,35.3,-81.8,"Cleveland County NC"
"1999-06-03 14:30:00",0.88,2.24,22.35,35.23,-81.55,"Cleveland County NC"
"1999-06-10 17:23:00",0.75,1.91,19.05,35.38,-77.98,"Wayne County NC"
"1999-07-05 18:45:00",1.75,4.45,44.45,35.55,-78.37,"Johnston County NC"
"1999-07-06 14:48:00",0.75,1.91,19.05,35.9,-78.88,"Durham County NC"
"1999-07-06 14:55:00",1,2.54,25.4,35.82,-78.88,"Wake County NC"
"1999-07-06 16:14:00",1,2.54,25.4,35.27,-81.18,"Gaston County NC"
"1999-07-06 16:15:00",0.75,1.91,19.05,35.27,-80.88,"Mecklenburg County NC"
"1999-07-06 16:40:00",0.75,1.91,19.05,35.3,-80.85,"Mecklenburg County NC"
"1999-07-06 17:05:00",0.75,1.91,19.05,35.57,-80.52,"Rowan County NC"
"1999-07-06 17:30:00",1,2.54,25.4,35.53,-80.47,"Rowan County NC"
"1999-07-07 10:43:00",0.75,1.91,19.05,36.35,-81.53,"Ashe County NC"
"1999-07-07 12:45:00",0.75,1.91,19.05,36.42,-79.97,"Rockingham County NC"
"1999-07-07 12:55:00",0.75,1.91,19.05,36.5,-80.62,"Surry County NC"
"1999-07-07 13:10:00",1,2.54,25.4,36.28,-79.73,"Rockingham County NC"
"1999-07-07 14:15:00",0.75,1.91,19.05,36.38,-79.93,"Rockingham County NC"
"1999-07-07 14:25:00",0.75,1.91,19.05,36.42,-79.97,"Rockingham County NC"
"1999-07-23 18:20:00",0.75,1.91,19.05,36.5,-80.37,"Stokes County NC"
"1999-07-24 11:00:00",1,2.54,25.4,35.92,-82.43,"Yancey County NC"
"1999-07-24 13:00:00",1,2.54,25.4,36,-80.87,"Iredell County NC"
"1999-07-24 14:10:00",0.88,2.24,22.35,35.8,-82.68,"Madison County NC"
"1999-07-24 14:25:00",0.88,2.24,22.35,35.83,-82.53,"Madison County NC"
"1999-07-24 16:40:00",0.88,2.24,22.35,34.97,-80.1,"Anson County NC"
"1999-07-24 17:25:00",0.88,2.24,22.35,34.73,-78.78,"Bladen County NC"
"1999-07-24 17:40:00",0.88,2.24,22.35,34.5,-79.12,"Robeson County NC"
"1999-07-31 15:00:00",0.75,1.91,19.05,35.25,-81.3,"Gaston County NC"
"1999-08-01 13:32:00",1.25,3.18,31.75,35.8,-77.38,"Pitt County NC"
"1999-08-01 14:35:00",1,2.54,25.4,35.42,-77.27,"Pitt County NC"
"1999-08-01 18:15:00",0.75,1.91,19.05,36.22,-76.52,"Perquimans County NC"
"1999-08-01 19:05:00",1,2.54,25.4,34.98,-80.37,"Union County NC"
"1999-08-11 14:09:00",1,2.54,25.4,35.13,-76.9,"Pamlico County NC"
"1999-08-11 14:28:00",0.75,1.91,19.05,35.13,-76.9,"Pamlico County NC"
"1999-08-11 16:15:00",1.75,4.45,44.45,36.22,-76.88,"Bertie County NC"
"1999-08-11 16:30:00",0.88,2.24,22.35,34.83,-77.45,"Onslow County NC"
"1999-08-11 16:31:00",1.75,4.45,44.45,35.57,-76.08,"Hyde County NC"
"1999-08-11 17:20:00",0.88,2.24,22.35,35.12,-77.05,"Craven County NC"
"1999-08-11 18:20:00",0.75,1.91,19.05,34.92,-77.77,"Duplin County NC"
"1999-08-14 12:40:00",1,2.54,25.4,35.73,-81.22,"Catawba County NC"
"1999-08-14 13:25:00",0.75,1.91,19.05,36.02,-78.92,"Durham County NC"
"1999-08-18 20:20:00",0.75,1.91,19.05,35.27,-77.58,"Lenoir County NC"
"1999-08-19 13:35:00",0.88,2.24,22.35,34.32,-78.22,"Columbus County NC"
"1999-08-19 13:50:00",0.88,2.24,22.35,34.38,-77.88,"Pender County NC"
"1999-08-19 13:55:00",0.88,2.24,22.35,34.17,-78.6,"Columbus County NC"
"1999-08-19 14:30:00",0.75,1.91,19.05,34.13,-78.88,"Columbus County NC"
"1999-08-19 23:23:00",0.75,1.91,19.05,36.42,-81.48,"Ashe County NC"
"1999-08-19 23:55:00",0.75,1.91,19.05,36,-82.43,"Yancey County NC"
"1999-08-20 00:10:00",0.75,1.91,19.05,36.42,-81.27,"Alleghany County NC"
"1999-08-20 00:50:00",1,2.54,25.4,35.83,-82,"McDowell County NC"
"1999-08-20 01:30:00",0.75,1.91,19.05,35.93,-81.72,"Caldwell County NC"
"1999-08-20 14:08:00",1.75,4.45,44.45,35.48,-82.35,"Henderson County NC"
"1999-08-20 14:41:00",1.75,4.45,44.45,35.25,-82.2,"Polk County NC"
"1999-08-23 16:45:00",1,2.54,25.4,35.93,-81.72,"Caldwell County NC"
"1999-08-25 16:18:00",1.75,4.45,44.45,36.4,-80.1,"Stokes County NC"
"1999-08-25 16:33:00",0.75,1.91,19.05,36.42,-79.97,"Rockingham County NC"
"1999-08-26 11:50:00",0.75,1.91,19.05,34.38,-78.33,"Bladen County NC"
"1999-08-26 13:10:00",1.25,3.18,31.75,36.18,-81.15,"Wilkes County NC"
"1999-08-26 13:15:00",1,2.54,25.4,36.15,-81.17,"Wilkes County NC"
"1999-08-26 14:25:00",1,2.54,25.4,35.4,-78.83,"Harnett County NC"
"1999-08-26 14:48:00",0.75,1.91,19.05,35.4,-78.83,"Harnett County NC"
"1999-08-26 15:05:00",0.75,1.91,19.05,35.3,-79.67,"Moore County NC"
"1999-09-06 17:17:00",1.75,4.45,44.45,35.3,-78.17,"Wayne County NC"
"1999-09-09 14:00:00",0.75,1.91,19.05,35.2,-81.68,"Cleveland County NC"
"2000-02-13 22:42:00",0.75,1.91,19.05,35.23,-83.4,"Macon County NC"
"2000-02-14 18:45:00",0.88,2.24,22.35,35.55,-77.05,"Beaufort County NC"
"2000-02-14 18:55:00",1,2.54,25.4,35.6,-76.83,"Beaufort County NC"
"2000-04-08 16:35:00",1.75,4.45,44.45,35.12,-78.13,"Duplin County NC"
"2000-04-17 11:35:00",0.75,1.91,19.05,36.45,-77.1,"Hertford County NC"
"2000-04-17 11:45:00",1,2.54,25.4,36.4,-80.72,"Surry County NC"
"2000-04-17 13:23:00",0.75,1.91,19.05,35.72,-81.93,"McDowell County NC"
"2000-04-17 13:36:00",0.75,1.91,19.05,35.68,-82.02,"McDowell County NC"
"2000-04-17 14:55:00",1,2.54,25.4,36.08,-81.87,"Avery County NC"
"2000-04-17 15:24:00",0.75,1.91,19.05,36.28,-77.03,"Hertford County NC"
"2000-04-17 16:20:00",0.75,1.91,19.05,36.4,-79.33,"Caswell County NC"
"2000-04-17 16:25:00",1.75,4.45,44.45,36.57,-77.52,"Northampton County NC"
"2000-04-17 17:00:00",0.88,2.24,22.35,36.4,-76.98,"Hertford County NC"
"2000-04-17 17:32:00",0.75,1.91,19.05,34.93,-80.57,"Union County NC"
"2000-04-17 17:58:00",0.75,1.91,19.05,35.08,-80.7,"Union County NC"
"2000-04-17 18:16:00",0.75,1.91,19.05,35.67,-80.62,"Rowan County NC"
"2000-04-17 18:23:00",0.75,1.91,19.05,36.37,-79.67,"Rockingham County NC"
"2000-04-17 18:55:00",0.88,2.24,22.35,34.92,-80.75,"Union County NC"
"2000-04-17 19:00:00",0.75,1.91,19.05,34.97,-80.1,"Anson County NC"
"2000-04-17 19:06:00",1.75,4.45,44.45,34.92,-80.75,"Union County NC"
"2000-04-17 19:09:00",0.75,1.91,19.05,35.08,-80.9,"Mecklenburg County NC"
"2000-04-17 20:35:00",0.75,1.91,19.05,35.37,-79.18,"Lee County NC"
"2000-04-17 20:43:00",1.75,4.45,44.45,36.02,-78.92,"Durham County NC"
"2000-04-17 20:50:00",0.88,2.24,22.35,36.32,-78.58,"Granville County NC"
"2000-04-17 21:35:00",0.75,1.91,19.05,34.62,-79,"Robeson County NC"
"2000-04-17 21:40:00",1,2.54,25.4,34.5,-79.12,"Robeson County NC"
"2000-04-17 22:00:00",0.75,1.91,19.05,36.05,-78.48,"Franklin County NC"
"2000-04-17 22:40:00",0.75,1.91,19.05,35,-78.08,"Duplin County NC"
"2000-04-17 22:45:00",0.75,1.91,19.05,35,-78.65,"Sampson County NC"
"2000-04-18 00:00:00",0.75,1.91,19.05,34.3,-77.87,"New Hanover County NC"
"2000-04-18 00:22:00",0.75,1.91,19.05,36,-75.67,"Dare County NC"
"2000-04-18 00:45:00",0.75,1.91,19.05,34.55,-77.4,"Onslow County NC"
"2000-04-18 05:05:00",1,2.54,25.4,35.9,-75.67,"Dare County NC"
"2000-04-18 23:05:00",0.75,1.91,19.05,34.32,-78.52,"Columbus County NC"
"2000-04-18 23:15:00",0.75,1.91,19.05,33.97,-78.2,"Brunswick County NC"
"2000-04-18 23:30:00",0.75,1.91,19.05,34.47,-78.1,"Pender County NC"
"2000-04-21 17:45:00",0.88,2.24,22.35,36.02,-76.77,"Bertie County NC"
"2000-04-21 17:46:00",1,2.54,25.4,35.82,-76.9,"Martin County NC"
"2000-04-21 18:00:00",0.75,1.91,19.05,35.55,-77.05,"Beaufort County NC"
"2000-04-21 18:02:00",0.75,1.91,19.05,35.27,-77.58,"Lenoir County NC"
"2000-04-21 19:08:00",0.75,1.91,19.05,35.12,-77.05,"Craven County NC"
"2000-04-21 19:30:00",1,2.54,25.4,35.58,-76.67,"Beaufort County NC"
"2000-04-21 19:40:00",0.75,1.91,19.05,35.15,-76.82,"Pamlico County NC"
"2000-04-21 20:53:00",0.75,1.91,19.05,36.07,-75.7,"Dare County NC"
"2000-04-25 11:55:00",1,2.54,25.4,35.5,-76.47,"Hyde County NC"
"2000-04-28 12:27:00",0.75,1.91,19.05,34.4,-79.12,"Robeson County NC"
"2000-04-28 12:55:00",1,2.54,25.4,34.73,-78.78,"Bladen County NC"
"2000-04-28 13:17:00",0.88,2.24,22.35,34.53,-78.8,"Bladen County NC"
"2000-04-28 13:30:00",0.75,1.91,19.05,34.07,-78.65,"Columbus County NC"
"2000-04-28 13:40:00",0.88,2.24,22.35,34.07,-78.53,"Brunswick County NC"
"2000-04-28 13:52:00",0.88,2.24,22.35,34.8,-79.53,"Scotland County NC"
"2000-04-28 14:05:00",0.75,1.91,19.05,34.53,-78.27,"Bladen County NC"
"2000-04-28 14:13:00",0.75,1.91,19.05,34.15,-78.1,"Brunswick County NC"
"2000-04-28 14:25:00",1,2.54,25.4,34.25,-78.05,"Brunswick County NC"
"2000-04-28 14:27:00",0.88,2.24,22.35,34.13,-77.88,"New Hanover County NC"
"2000-04-28 14:55:00",0.75,1.91,19.05,34.82,-79.18,"Robeson County NC"
"2000-04-29 13:15:00",1.75,4.45,44.45,35.7,-80.9,"Iredell County NC"
"2000-04-29 15:00:00",1.75,4.45,44.45,35.8,-78.67,"Wake County NC"
"2000-04-29 16:05:00",1,2.54,25.4,36.02,-78.92,"Durham County NC"
"2000-04-29 18:55:00",0.75,1.91,19.05,33.97,-78.53,"Brunswick County NC"
"2000-05-02 16:00:00",1.75,4.45,44.45,35.47,-81.27,"Lincoln County NC"
"2000-05-02 16:10:00",0.75,1.91,19.05,35.5,-81.03,"Lincoln County NC"
"2000-05-02 16:16:00",0.75,1.91,19.05,35.4,-81.27,"Lincoln County NC"
"2000-05-02 16:25:00",1,2.54,25.4,35.52,-80.9,"Iredell County NC"
"2000-05-02 16:40:00",1,2.54,25.4,35.55,-80.82,"Iredell County NC"
