"Observation Time","Wind Speed (knots)","Wind Speed (mph)","Wind Speed (m/s)",Latitude,Longitude,"Affected County"
"2010-06-25 13:10:00",50,57.54,25.72,35.312,-82.366,"Henderson County NC"
"2010-06-25 16:45:00",50,57.54,25.72,34.85,-78.35,"Sampson County NC"
"2010-06-25 17:40:00",50,57.54,25.72,34.5894,-78.1373,"Pender County NC"
"2010-06-25 17:45:00",50,57.54,25.72,34.7602,-78.783,"Bladen County NC"
"2010-06-25 18:35:00",55,63.29,28.29,35.79,-80.8,"Iredell County NC"
"2010-06-26 12:40:00",50,57.54,25.72,35.2578,-79.3887,"Moore County NC"
"2010-06-26 13:26:00",50,57.54,25.72,35.131,-79.4389,"Moore County NC"
"2010-06-26 13:28:00",50,57.54,25.72,35.1719,-79.4702,"Moore County NC"
"2010-06-26 13:35:00",50,57.54,25.72,35.1343,-79.501,"Moore County NC"
"2010-06-27 15:09:00",50,57.54,25.72,35.102,-80.854,"Mecklenburg County NC"
"2010-06-27 16:35:00",55,63.29,28.29,35.71,-81.08,"Catawba County NC"
"2010-06-27 17:05:00",50,57.54,25.72,35.83,-81.45,"Caldwell County NC"
"2010-06-27 19:00:00",50,57.54,25.72,36.38,-80.88,"Surry County NC"
"2010-06-27 19:18:00",50,57.54,25.72,36.49,-80.61,"Surry County NC"
"2010-06-28 14:10:00",50,57.54,25.72,35.414,-81.641,"Cleveland County NC"
"2010-06-28 14:15:00",60,69.05,30.87,35.48,-81.62,"Cleveland County NC"
"2010-06-28 14:57:00",50,57.54,25.72,35.43,-81.35,"Lincoln County NC"
"2010-06-28 17:03:00",50,57.54,25.72,35.62,-82.16,"McDowell County NC"
"2010-06-28 18:30:00",50,57.54,25.72,35.73,-81.34,"Catawba County NC"
"2010-06-29 11:52:00",50,57.54,25.72,34.9637,-79.7392,"Richmond County NC"
"2010-06-29 12:00:00",50,57.54,25.72,34.94,-79.76,"Richmond County NC"
"2010-06-29 12:05:00",50,57.54,25.72,35.3782,-77.9368,"Wayne County NC"
"2010-06-29 12:20:00",50,57.54,25.72,35.37,-77.98,"Wayne County NC"
"2010-06-29 12:35:00",55,63.29,28.29,35.5,-77.44,"Pitt County NC"
"2010-06-29 12:40:00",50,57.54,25.72,35.34,-79.4,"Moore County NC"
"2010-06-29 12:50:00",50,57.54,25.72,35.46,-77.5,"Greene County NC"
"2010-06-29 13:08:00",50,57.54,25.72,35.82,-76.62,"Washington County NC"
"2010-06-29 13:10:00",50,57.54,25.72,35.27,-80.01,"Montgomery County NC"
"2010-06-29 13:25:00",50,57.54,25.72,35.2572,-78.9913,"Harnett County NC"
"2010-06-29 13:30:00",50,57.54,25.72,35.28,-78.93,"Harnett County NC"
"2010-06-29 13:41:00",55,63.29,28.29,35.57,-76.87,"Beaufort County NC"
"2010-06-29 13:45:00",50,57.54,25.72,35.53,-77.01,"Beaufort County NC"
"2010-06-29 13:48:00",50,57.54,25.72,35.4173,-78.9369,"Harnett County NC"
"2010-06-29 13:52:00",50,57.54,25.72,35.4008,-78.9198,"Harnett County NC"
"2010-06-29 13:54:00",50,57.54,25.72,35.4153,-78.9002,"Harnett County NC"
"2010-06-29 13:55:00",50,57.54,25.72,35.72,-76.57,"Washington County NC"
"2010-06-29 14:00:00",50,57.54,25.72,35.17,-78.56,"Sampson County NC"
"2010-06-29 14:15:00",55,63.29,28.29,35.12,-80.3,"Union County NC"
"2010-06-29 14:19:00",50,57.54,25.72,35.52,-78.58,"Johnston County NC"
"2010-06-29 14:20:00",50,57.54,25.72,35.1077,-80.2503,"Anson County NC"
"2010-06-29 14:50:00",60,69.05,30.87,35.14,-76.81,"Pamlico County NC"
"2010-06-29 14:51:00",50,57.54,25.72,35.14,-76.81,"Pamlico County NC"
"2010-06-29 14:52:00",50,57.54,25.72,35.02,-76.83,"Pamlico County NC"
"2010-06-29 15:32:00",50,57.54,25.72,35.31,-77.74,"Lenoir County NC"
"2010-06-29 15:35:00",50,57.54,25.72,35.62,-79.39,"Chatham County NC"
"2010-06-29 15:40:00",50,57.54,25.72,35.9888,-77.5638,"Edgecombe County NC"
"2010-06-29 15:42:00",50,57.54,25.72,35.4986,-79.2724,"Lee County NC"
"2010-06-29 15:43:00",50,57.54,25.72,35.511,-79.2605,"Lee County NC"
"2010-06-29 15:47:00",50,57.54,25.72,35.4883,-79.2162,"Lee County NC"
"2010-06-29 15:54:00",50,57.54,25.72,35.4804,-79.1832,"Lee County NC"
"2010-06-29 16:03:00",50,57.54,25.72,35.1,-77.43,"Jones County NC"
"2010-06-29 16:05:00",50,57.54,25.72,34.9633,-79.1804,"Hoke County NC"
"2010-06-29 16:10:00",50,57.54,25.72,34.958,-79.148,"Hoke County NC"
"2010-06-29 16:20:00",50,57.54,25.72,35.06,-77.1,"Craven County NC"
"2010-06-29 16:30:00",50,57.54,25.72,35.653,-80.873,"Iredell County NC"
"2010-06-29 16:31:00",50,57.54,25.72,34.875,-79.0584,"Robeson County NC"
"2010-06-29 16:33:00",50,57.54,25.72,34.9577,-78.942,"Cumberland County NC"
"2010-06-29 16:40:00",50,57.54,25.72,35.08,-77.1,"Craven County NC"
"2010-06-29 16:55:00",50,57.54,25.72,34.83,-77.47,"Onslow County NC"
"2010-06-29 16:58:00",52,59.84,26.75,34.5892,-78.9084,"Robeson County NC"
"2010-06-29 16:59:00",50,57.54,25.72,34.9867,-79.2241,"Hoke County NC"
"2010-06-29 17:10:00",52,59.84,26.75,34.47,-79.01,"Robeson County NC"
"2010-06-29 17:20:00",50,57.54,25.72,34.87,-77.59,"Onslow County NC"
"2010-06-29 17:30:00",50,57.54,25.72,34.5425,-78.7961,"Bladen County NC"
"2010-06-29 17:45:00",50,57.54,25.72,34.7271,-78.1999,"Sampson County NC"
"2010-06-29 18:00:00",52,59.84,26.75,34.4876,-78.6623,"Bladen County NC"
"2010-07-08 12:45:00",50,57.54,25.72,36.452,-78.9951,"Person County NC"
"2010-07-08 13:20:00",50,57.54,25.72,36.5,-77.96,"Warren County NC"
"2010-07-08 14:15:00",50,57.54,25.72,34.91,-79.28,"Hoke County NC"
"2010-07-08 14:28:00",50,57.54,25.72,34.7481,-79.5233,"Scotland County NC"
"2010-07-08 14:30:00",50,57.54,25.72,35.5638,-78.2044,"Johnston County NC"
"2010-07-08 16:38:00",50,57.54,25.72,35.25,-78.89,"Harnett County NC"
"2010-07-08 18:00:00",50,57.54,25.72,36.55,-81,"Alleghany County NC"
"2010-07-08 18:16:00",50,57.54,25.72,36.38,-79.34,"Caswell County NC"
"2010-07-08 19:30:00",50,57.54,25.72,36.25,-81.17,"Wilkes County NC"
"2010-07-08 20:00:00",50,57.54,25.72,36.35,-81.03,"Wilkes County NC"
"2010-07-09 14:37:00",50,57.54,25.72,36.49,-80.56,"Surry County NC"
"2010-07-09 15:15:00",50,57.54,25.72,36.42,-80.51,"Surry County NC"
"2010-07-09 15:20:00",50,57.54,25.72,36.13,-80.66,"Yadkin County NC"
"2010-07-09 15:40:00",55,63.29,28.29,35.74,-81.64,"Burke County NC"
"2010-07-09 18:05:00",55,63.29,28.29,35.411,-80.841,"Mecklenburg County NC"
"2010-07-09 18:35:00",55,63.29,28.29,35.41,-80.59,"Cabarrus County NC"
"2010-07-09 18:55:00",50,57.54,25.72,35.4,-80.44,"Cabarrus County NC"
"2010-07-09 19:00:00",50,57.54,25.72,35.3754,-80.2586,"Stanly County NC"
"2010-07-09 19:05:00",50,57.54,25.72,35.36,-80.19,"Stanly County NC"
"2010-07-09 19:55:00",50,57.54,25.72,35.1012,-80.1115,"Anson County NC"
"2010-07-09 20:25:00",50,57.54,25.72,35.29,-79.75,"Montgomery County NC"
"2010-07-09 20:55:00",50,57.54,25.72,35.3886,-79.6447,"Moore County NC"
"2010-07-11 14:07:00",55,63.29,28.29,35.403,-82.637,"Henderson County NC"
"2010-07-12 11:10:00",50,57.54,25.72,35.439,-80.894,"Mecklenburg County NC"
"2010-07-12 11:55:00",55,63.29,28.29,35.164,-80.74,"Mecklenburg County NC"
"2010-07-12 12:00:00",50,57.54,25.72,35.36,-80.629,"Cabarrus County NC"
"2010-07-12 12:30:00",50,57.54,25.72,35.23,-80.42,"Stanly County NC"
"2010-07-13 13:07:00",50,57.54,25.72,35.53,-81.59,"Cleveland County NC"
"2010-07-13 13:45:00",50,57.54,25.72,35.511,-81.33,"Lincoln County NC"
"2010-07-13 14:00:00",50,57.54,25.72,36.35,-81.03,"Wilkes County NC"
"2010-07-13 14:20:00",50,57.54,25.72,36.11,-81.38,"Wilkes County NC"
"2010-07-13 14:25:00",50,57.54,25.72,35.475,-81.256,"Lincoln County NC"
"2010-07-13 14:32:00",50,57.54,25.72,36.25,-80.91,"Wilkes County NC"
"2010-07-13 14:35:00",50,57.54,25.72,36.22,-80.94,"Wilkes County NC"
"2010-07-13 14:37:00",50,57.54,25.72,36.36,-80.69,"Surry County NC"
"2010-07-13 14:46:00",50,57.54,25.72,36.3,-80.76,"Surry County NC"
"2010-07-13 14:54:00",70,80.55,36.01,35.531,-81.029,"Lincoln County NC"
"2010-07-13 15:00:00",55,63.29,28.29,35.512,-80.94,"Mecklenburg County NC"
"2010-07-13 15:05:00",55,63.29,28.29,35.499,-80.848,"Mecklenburg County NC"
"2010-07-13 15:30:00",55,63.29,28.29,35.079,-80.663,"Union County NC"
"2010-07-13 15:45:00",50,57.54,25.72,35.45,-80.58,"Cabarrus County NC"
"2010-07-13 15:46:00",50,57.54,25.72,36.19,-81.24,"Wilkes County NC"
"2010-07-13 15:55:00",50,57.54,25.72,36.007,-80.442,"Davie County NC"
"2010-07-13 15:58:00",50,57.54,25.72,36.17,-81.15,"Wilkes County NC"
"2010-07-13 16:00:00",50,57.54,25.72,36.2084,-80.2557,"Forsyth County NC"
"2010-07-13 16:09:00",50,57.54,25.72,36.28,-80.15,"Stokes County NC"
"2010-07-13 16:41:00",50,57.54,25.72,36.13,-80.8,"Yadkin County NC"
"2010-07-13 16:45:00",50,57.54,25.72,36.0629,-80.223,"Forsyth County NC"
"2010-07-13 17:00:00",55,63.29,28.29,34.994,-80.323,"Union County NC"
"2010-07-13 17:14:00",50,57.54,25.72,36.0864,-79.9001,"Guilford County NC"
"2010-07-13 17:15:00",50,57.54,25.72,35.0035,-80.2696,"Anson County NC"
"2010-07-13 18:10:00",50,57.54,25.72,36.09,-79.28,"Alamance County NC"
"2010-07-13 18:15:00",50,57.54,25.72,35.53,-79.77,"Randolph County NC"
"2010-07-13 18:35:00",50,57.54,25.72,36.07,-79.23,"Orange County NC"
"2010-07-13 19:10:00",50,57.54,25.72,36.06,-78.87,"Durham County NC"
"2010-07-16 11:40:00",55,63.29,28.29,36.14,-81.16,"Wilkes County NC"
"2010-07-16 13:15:00",50,57.54,25.72,35.525,-81.596,"Cleveland County NC"
"2010-07-16 13:56:00",50,57.54,25.72,35.262,-81.108,"Gaston County NC"
"2010-07-16 15:35:00",50,57.54,25.72,36.0069,-80.0035,"Guilford County NC"
"2010-07-16 17:26:00",50,57.54,25.72,34.9182,-79.7608,"Richmond County NC"
"2010-07-16 17:40:00",50,57.54,25.72,35.16,-79.42,"Moore County NC"
"2010-07-16 19:42:00",50,57.54,25.72,35.8628,-78.1989,"Nash County NC"
"2010-07-16 19:55:00",50,57.54,25.72,35.9514,-77.9478,"Nash County NC"
"2010-07-17 01:15:00",50,57.54,25.72,35.5414,-79.7777,"Randolph County NC"
"2010-07-17 06:40:00",50,57.54,25.72,36.23,-80.65,"Yadkin County NC"
"2010-07-17 09:10:00",50,57.54,25.72,36.11,-79.52,"Alamance County NC"
"2010-07-17 09:40:00",50,57.54,25.72,36.12,-79.19,"Orange County NC"
"2010-07-17 11:07:00",50,57.54,25.72,36.2738,-78.2359,"Warren County NC"
"2010-07-17 11:22:00",50,57.54,25.72,35.97,-78.11,"Nash County NC"
"2010-07-17 11:50:00",50,57.54,25.72,35.664,-80.527,"Rowan County NC"
"2010-07-17 12:15:00",50,57.54,25.72,35.5373,-79.7817,"Alamance County NC"
"2010-07-17 12:26:00",50,57.54,25.72,35.5801,-78.5433,"Johnston County NC"
"2010-07-17 12:30:00",55,63.29,28.29,35.355,-82.536,"Henderson County NC"
"2010-07-17 12:36:00",50,57.54,25.72,35.79,-77.63,"Edgecombe County NC"
"2010-07-17 12:40:00",50,57.54,25.72,35.6695,-78.0546,"Wilson County NC"
"2010-07-17 12:55:00",50,57.54,25.72,35.6,-81.87,"McDowell County NC"
"2010-07-17 13:03:00",50,57.54,25.72,35.66,-77.45,"Pitt County NC"
"2010-07-17 13:25:00",50,57.54,25.72,36.26,-76.17,"Pasquotank County NC"
"2010-07-17 13:30:00",50,57.54,25.72,35.523,-79.1836,"Lee County NC"
"2010-07-17 13:45:00",50,57.54,25.72,35.64,-77.05,"Beaufort County NC"
"2010-07-17 13:50:00",55,63.29,28.29,35.454,-81.588,"Cleveland County NC"
"2010-07-17 13:55:00",50,57.54,25.72,36.23,-76.2,"Pasquotank County NC"
"2010-07-17 13:56:00",50,57.54,25.72,35.86,-76.75,"Washington County NC"
"2010-07-17 14:20:00",50,57.54,25.72,35.52,-78.69,"Johnston County NC"
"2010-07-17 14:29:00",50,57.54,25.72,35.36,-76.94,"Beaufort County NC"
"2010-07-17 14:30:00",50,57.54,25.72,35.4859,-78.5383,"Johnston County NC"
"2010-07-17 14:32:00",50,57.54,25.72,36.21,-76.17,"Pasquotank County NC"
"2010-07-17 14:50:00",50,57.54,25.72,35.51,-78.34,"Johnston County NC"
"2010-07-17 14:57:00",50,57.54,25.72,35.25,-78.36,"Sampson County NC"
"2010-07-18 12:25:00",50,57.54,25.72,36.46,-80.82,"Surry County NC"
"2010-07-18 12:29:00",50,57.54,25.72,35.317,-82.514,"Henderson County NC"
"2010-07-18 12:30:00",55,63.29,28.29,35.363,-81.835,"Rutherford County NC"
"2010-07-18 12:40:00",50,57.54,25.72,35.364,-82.144,"Polk County NC"
"2010-07-18 13:30:00",50,57.54,25.72,34.4902,-77.433,"Onslow County NC"
"2010-07-18 13:35:00",50,57.54,25.72,35.72,-81.46,"Burke County NC"
"2010-07-18 15:00:00",50,57.54,25.72,35.95,-80.83,"Iredell County NC"
"2010-07-18 15:41:00",50,57.54,25.72,36.06,-79.07,"Orange County NC"
"2010-07-18 16:00:00",52,59.84,26.75,36.26,-81.06,"Wilkes County NC"
"2010-07-18 16:30:00",50,57.54,25.72,36.35,-78.36,"Vance County NC"
"2010-07-20 14:35:00",50,57.54,25.72,35.57,-80.6,"Rowan County NC"
"2010-07-20 14:50:00",50,57.54,25.72,36.41,-76.76,"Gates County NC"
"2010-07-20 14:58:00",50,57.54,25.72,36.41,-79.63,"Rockingham County NC"
"2010-07-20 15:00:00",50,57.54,25.72,36.44,-76.61,"Gates County NC"
"2010-07-20 15:20:00",50,57.54,25.72,35.59,-82.76,"Buncombe County NC"
"2010-07-20 15:21:00",50,57.54,25.72,35.45,-80.37,"Cabarrus County NC"
"2010-07-20 15:23:00",50,57.54,25.72,36.39,-79.27,"Caswell County NC"
"2010-07-20 15:25:00",50,57.54,25.72,36.26,-79.36,"Caswell County NC"
"2010-07-20 15:30:00",50,57.54,25.72,36.32,-79.29,"Caswell County NC"
"2010-07-20 15:35:00",50,57.54,25.72,35.47,-80.26,"Stanly County NC"
"2010-07-20 15:40:00",50,57.54,25.72,36.33,-75.91,"Currituck County NC"
"2010-07-20 15:45:00",50,57.54,25.72,36.24,-75.88,"Currituck County NC"
"2010-07-20 16:15:00",57,65.59,29.32,35.884,-78.7407,"Wake County NC"
"2010-07-20 16:25:00",50,57.54,25.72,35.68,-82.01,"McDowell County NC"
"2010-07-20 16:28:00",50,57.54,25.72,36.32,-78.73,"Granville County NC"
"2010-07-20 16:50:00",55,63.29,28.29,35.682,-81.698,"Burke County NC"
"2010-07-20 16:55:00",50,57.54,25.72,36.32,-78.41,"Vance County NC"
"2010-07-20 16:58:00",50,57.54,25.72,35.8822,-78.6521,"Wake County NC"
"2010-07-20 17:09:00",50,57.54,25.72,35.6042,-78.5813,"Johnston County NC"
"2010-07-20 17:20:00",50,57.54,25.72,36.4,-78.16,"Warren County NC"
"2010-07-20 17:25:00",50,57.54,25.72,35.76,-77.69,"Edgecombe County NC"
"2010-07-20 17:41:00",50,57.54,25.72,35.64,-78.01,"Wilson County NC"
"2010-07-20 18:05:00",50,57.54,25.72,35.59,-78.13,"Johnston County NC"
"2010-07-21 16:32:00",50,57.54,25.72,36.38,-80.19,"Stokes County NC"
"2010-07-21 16:48:00",50,57.54,25.72,35.15,-78.11,"Duplin County NC"
"2010-07-21 18:55:00",50,57.54,25.72,35.03,-77.74,"Lenoir County NC"
"2010-07-21 19:10:00",50,57.54,25.72,35.07,-80.64,"Union County NC"
"2010-07-21 19:55:00",50,57.54,25.72,35.28,-77.16,"Craven County NC"
"2010-07-24 15:12:00",50,57.54,25.72,35.121,-80.824,"Mecklenburg County NC"
"2010-07-24 15:45:00",50,57.54,25.72,35.32,-80.23,"Stanly County NC"
"2010-07-24 16:13:00",50,57.54,25.72,35.23,-80.22,"Stanly County NC"
"2010-07-25 13:48:00",50,57.54,25.72,35.49,-82.49,"Buncombe County NC"
"2010-07-25 15:50:00",50,57.54,25.72,35.78,-80.9,"Iredell County NC"
"2010-07-25 16:02:00",55,63.29,28.29,35.76,-80.58,"Rowan County NC"
"2010-07-25 16:05:00",50,57.54,25.72,35.7974,-80.4062,"Davidson County NC"
"2010-07-25 16:35:00",55,63.29,28.29,35.67,-81.22,"Catawba County NC"
"2010-07-25 17:05:00",55,63.29,28.29,35.768,-80.55,"Rowan County NC"
"2010-07-25 17:30:00",50,57.54,25.72,35.14,-84.17,"Cherokee County NC"
"2010-07-25 18:03:00",50,57.54,25.72,36.46,-79.04,"Person County NC"
"2010-07-25 18:10:00",50,57.54,25.72,35.4021,-79.7842,"Montgomery County NC"
"2010-07-25 19:33:00",50,57.54,25.72,36.1168,-78.9697,"Durham County NC"
"2010-07-25 21:44:00",50,57.54,25.72,34.8382,-79.1533,"Robeson County NC"
"2010-07-26 13:13:00",50,57.54,25.72,35.26,-83.9,"Graham County NC"
"2010-07-26 13:35:00",50,57.54,25.72,35.36,-81.68,"Cleveland County NC"
"2010-07-26 13:45:00",50,57.54,25.72,35.44,-83.41,"Swain County NC"
"2010-07-26 18:20:00",50,57.54,25.72,35.917,-81.505,"Caldwell County NC"
"2010-07-26 19:30:00",50,57.54,25.72,35.84,-81.62,"Caldwell County NC"
"2010-07-26 19:35:00",50,57.54,25.72,35.75,-81.71,"Burke County NC"
"2010-07-26 20:05:00",50,57.54,25.72,35.89,-81.94,"McDowell County NC"
"2010-07-26 20:30:00",50,57.54,25.72,35.7,-80.89,"Iredell County NC"
"2010-07-26 21:48:00",55,63.29,28.29,35.88,-80.45,"Alexander County NC"
"2010-07-27 09:20:00",52,59.84,26.75,34.6252,-79.0458,"Robeson County NC"
"2010-07-27 09:35:00",56,64.44,28.81,34.62,-78.97,"Robeson County NC"
"2010-07-27 11:45:00",50,57.54,25.72,35.73,-82.07,"McDowell County NC"
"2010-07-27 12:20:00",50,57.54,25.72,35.59,-82.04,"McDowell County NC"
"2010-07-27 12:32:00",50,57.54,25.72,36.1245,-80.1778,"Forsyth County NC"
"2010-07-27 20:00:00",50,57.54,25.72,36.1185,-80.9895,"Wilkes County NC"
"2010-07-29 13:28:00",50,57.54,25.72,34.94,-77.97,"Duplin County NC"
"2010-07-29 19:05:00",50,57.54,25.72,36.33,-77.88,"Halifax County NC"
"2010-07-29 19:15:00",50,57.54,25.72,36.2165,-78.2594,"Franklin County NC"
"2010-07-29 20:35:00",50,57.54,25.72,35.8648,-78.6375,"Wake County NC"
"2010-07-29 21:10:00",50,57.54,25.72,35.51,-78.85,"Harnett County NC"
"2010-07-29 22:30:00",60,69.05,30.87,35.07,-77.15,"Craven County NC"
"2010-07-31 11:30:00",50,57.54,25.72,35.282,-83.383,"Macon County NC"
"2010-08-04 15:30:00",50,57.54,25.72,35.587,-82.192,"McDowell County NC"
"2010-08-04 17:15:00",55,63.29,28.29,35.987,-82.676,"Madison County NC"
"2010-08-05 11:41:00",50,57.54,25.72,36.13,-81.31,"Wilkes County NC"
"2010-08-05 11:50:00",50,57.54,25.72,36.1,-81.28,"Wilkes County NC"
"2010-08-05 12:10:00",55,63.29,28.29,35.61,-82.59,"Buncombe County NC"
"2010-08-05 12:13:00",55,63.29,28.29,36.14,-81.31,"Wilkes County NC"
"2010-08-05 12:30:00",55,63.29,28.29,36.006,-81.571,"Caldwell County NC"
"2010-08-05 12:32:00",55,63.29,28.29,36.06,-81.1,"Wilkes County NC"
"2010-08-05 12:45:00",50,57.54,25.72,35.74,-82.14,"McDowell County NC"
"2010-08-05 13:00:00",50,57.54,25.72,36.48,-80.84,"Surry County NC"
"2010-08-05 13:05:00",55,63.29,28.29,35.877,-81.141,"Alexander County NC"
"2010-08-05 13:14:00",50,57.54,25.72,36.51,-80.6,"Surry County NC"
"2010-08-05 13:15:00",50,57.54,25.72,36.04,-79.4,"Alamance County NC"
"2010-08-05 13:30:00",50,57.54,25.72,35.86,-81.42,"Caldwell County NC"
"2010-08-05 13:40:00",50,57.54,25.72,35.97,-81.76,"Caldwell County NC"
"2010-08-05 13:42:00",50,57.54,25.72,36.48,-80.36,"Stokes County NC"
"2010-08-05 13:46:00",50,57.54,25.72,36.48,-80.3,"Stokes County NC"
"2010-08-05 13:49:00",50,57.54,25.72,36.5,-80.33,"Stokes County NC"
"2010-08-05 13:51:00",50,57.54,25.72,36.49,-80.3,"Stokes County NC"
"2010-08-05 13:59:00",50,57.54,25.72,35.717,-81.139,"Catawba County NC"
"2010-08-05 14:00:00",50,57.54,25.72,35.724,-80.831,"Iredell County NC"
"2010-08-05 14:16:00",50,57.54,25.72,36.42,-79.97,"Rockingham County NC"
"2010-08-05 14:30:00",50,57.54,25.72,35.83,-82.61,"Madison County NC"
"2010-08-05 14:35:00",50,57.54,25.72,35.56,-81.2,"Cabarrus County NC"
"2010-08-05 14:45:00",50,57.54,25.72,35.9386,-80.3271,"Davidson County NC"
"2010-08-05 14:46:00",50,57.54,25.72,36.4,-79.5,"Caswell County NC"
"2010-08-05 14:51:00",50,57.54,25.72,36.51,-79.47,"Caswell County NC"
"2010-08-05 14:52:00",50,57.54,25.72,35.52,-80.72,"Rowan County NC"
"2010-08-05 14:53:00",50,57.54,25.72,36.41,-79.42,"Caswell County NC"
"2010-08-05 15:00:00",50,57.54,25.72,35.97,-82.3,"Yancey County NC"
"2010-08-05 15:01:00",50,57.54,25.72,36.4,-79.34,"Caswell County NC"
"2010-08-05 15:05:00",50,57.54,25.72,36.04,-80.09,"Forsyth County NC"
"2010-08-05 15:12:00",50,57.54,25.72,36.06,-81.88,"Avery County NC"
"2010-08-05 15:15:00",50,57.54,25.72,35.4,-83.71,"Graham County NC"
"2010-08-05 15:18:00",50,57.54,25.72,36.44,-80.34,"Stokes County NC"
"2010-08-05 15:20:00",50,57.54,25.72,36.3495,-79.0474,"Person County NC"
"2010-08-05 15:23:00",55,63.29,28.29,36.44,-80.27,"Stokes County NC"
"2010-08-05 15:25:00",55,63.29,28.29,36.42,-80.3,"Stokes County NC"
"2010-08-05 15:28:00",50,57.54,25.72,36.43,-80.18,"Stokes County NC"
"2010-08-05 15:30:00",50,57.54,25.72,36.02,-79.88,"Guilford County NC"
"2010-08-05 15:35:00",50,57.54,25.72,35.46,-82.5,"Buncombe County NC"
"2010-08-05 15:36:00",50,57.54,25.72,35.51,-80.57,"Rowan County NC"
"2010-08-05 15:40:00",50,57.54,25.72,35.22,-80.5,"Cabarrus County NC"
"2010-08-05 15:54:00",50,57.54,25.72,35.2,-80.73,"Mecklenburg County NC"
"2010-08-05 16:00:00",50,57.54,25.72,36.1034,-79.2753,"Alamance County NC"
"2010-08-05 16:05:00",50,57.54,25.72,36.41,-79.68,"Rockingham County NC"
"2010-08-05 16:20:00",50,57.54,25.72,35.103,-80.631,"Mecklenburg County NC"
"2010-08-05 16:30:00",50,57.54,25.72,36.1435,-79.1221,"Orange County NC"
"2010-08-05 16:32:00",50,57.54,25.72,35.51,-81.75,"Rutherford County NC"
"2010-08-05 16:35:00",50,57.54,25.72,35.15,-80.56,"Union County NC"
"2010-08-05 16:41:00",50,57.54,25.72,35.36,-81.96,"Rutherford County NC"
"2010-08-05 16:45:00",50,57.54,25.72,35.29,-81.54,"Cleveland County NC"
"2010-08-05 16:47:00",50,57.54,25.72,36.49,-81.01,"Alleghany County NC"
"2010-08-05 17:17:00",50,57.54,25.72,36.447,-77.6964,"Halifax County NC"
"2010-08-05 17:25:00",50,57.54,25.72,35.7563,-78.7002,"Wake County NC"
"2010-08-05 17:34:00",50,57.54,25.72,35.7886,-78.5898,"Wake County NC"
"2010-08-05 18:25:00",55,63.29,28.29,35.13,-80.37,"Union County NC"
"2010-08-06 11:35:00",56,64.44,28.81,33.87,-78.51,"Brunswick County NC"
"2010-08-06 17:00:00",50,57.54,25.72,35.85,-80.49,"Davie County NC"
"2010-08-06 17:05:00",50,57.54,25.72,35.55,-80.63,"Rowan County NC"
"2010-08-11 19:45:00",50,57.54,25.72,36.07,-79.96,"Guilford County NC"
"2010-08-11 20:04:00",50,57.54,25.72,36.31,-80.35,"Stokes County NC"
"2010-08-11 20:30:00",50,57.54,25.72,36.39,-80.19,"Stokes County NC"
"2010-08-11 20:54:00",50,57.54,25.72,35.8808,-80.082,"Davidson County NC"
"2010-08-11 21:00:00",50,57.54,25.72,36.42,-80.3,"Stokes County NC"
"2010-08-11 21:23:00",50,57.54,25.72,35.99,-78.45,"Franklin County NC"
"2010-08-12 14:15:00",50,57.54,25.72,36.34,-77.1,"Hertford County NC"
"2010-08-12 15:08:00",50,57.54,25.72,36.02,-76.78,"Bertie County NC"
"2010-08-12 15:45:00",50,57.54,25.72,34.55,-77.9263,"Pender County NC"
"2010-08-12 15:46:00",55,63.29,28.29,36.53,-79.86,"Rockingham County NC"
"2010-08-12 15:52:00",50,57.54,25.72,36.5,-79.87,"Rockingham County NC"
"2010-08-12 15:55:00",50,57.54,25.72,36.49,-79.86,"Rockingham County NC"
"2010-08-12 15:57:00",50,57.54,25.72,36.47,-79.88,"Rockingham County NC"
"2010-08-12 16:05:00",50,57.54,25.72,36.4,-79.78,"Rockingham County NC"
"2010-08-12 21:45:00",50,57.54,25.72,35.32,-77.05,"Craven County NC"
"2010-08-13 15:56:00",55,63.29,28.29,35.167,-83.421,"Macon County NC"
"2010-08-13 16:25:00",50,57.54,25.72,35,-83.88,"Clay County NC"
"2010-08-13 17:46:00",55,63.29,28.29,35.08,-84.0654,"Cherokee County NC"
"2010-08-18 16:30:00",50,57.54,25.72,35.64,-82.019,"McDowell County NC"
"2010-08-18 16:50:00",50,57.54,25.72,35.22,-81.24,"Gaston County NC"
"2010-08-18 18:55:00",50,57.54,25.72,36.06,-81.35,"Wilkes County NC"
"2010-08-18 20:05:00",50,57.54,25.72,34.975,-78.2699,"Sampson County NC"
"2010-08-19 14:24:00",50,57.54,25.72,36.01,-82.16,"Mitchell County NC"
"2010-08-19 16:00:00",50,57.54,25.72,35.68,-81.9,"McDowell County NC"
"2010-08-23 15:15:00",50,57.54,25.72,36,-78.59,"Wake County NC"
"2010-08-27 13:48:00",50,57.54,25.72,35.9941,-77.4833,"Edgecombe County NC"
"2010-08-27 14:20:00",50,57.54,25.72,35.19,-77.08,"Craven County NC"
"2010-09-22 14:55:00",50,57.54,25.72,35.37,-83.22,"Jackson County NC"
"2010-09-22 17:30:00",55,63.29,28.29,36.4883,-80.3984,"Stokes County NC"
"2010-09-22 17:32:00",50,57.54,25.72,36.49,-80.39,"Stokes County NC"
"2010-09-22 17:35:00",55,63.29,28.29,36.49,-80.36,"Stokes County NC"
