STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW
US1NCDH0034,"DURHAM 5.2 NW, NC US",36.034668,-78.980595,154.2,2019-02,,,,,1.22,5.48,
US1NCMS0021,"HOT SPRINGS 5.6 SSW, NC US",35.815318,-82.860983,626.1,2019-02,,,,,1.11,5.06,
US1NCSW0006,"WESSER 1.7 SE, NC US",35.31833,-83.5645,768.1,2019-02,,,,,1.99,11.08,
US1NCAL0031,"MEBANE 2.9 NNE, NC US",36.131623,-79.261558,193.5,2019-02,,,,,1.1,5.87,
US1NCMS0020,"MARSHALL 7.5 WSW, NC US",35.770062,-82.812851,873.9,2019-02,,,,,1.15,5.9,
US1NCGN0007,"SNOW HILL 3.1 NNE, NC US",35.495357,-77.660428,29.3,2019-02,,,,,1.1,4.4,
US1NCMS0023,"HOT SPRINGS 9.6 SW, NC US",35.7865881,-82.9417695,1184.5,2019-02,,,,,1.1,5.66,
US1NCMS0018,"LEICESTER 6.5 WNW, NC US",35.6955,-82.7991,759.3,2019-02,,,,,1,6.24,
US1NCWK0190,"RALEIGH 4.7 N, NC US",35.889705,-78.654685,129.5,2019-02,,,,,1.03,3.98,
US1NCCM0021,"FAYETTEVILLE 5.1 WNW, NC US",35.106198,-78.978935,66.1,2019-02,,,,,0.5,2.39,
US1NCMS0016,"MARS HILL 2.2 SSE, NC US",35.801508,-82.530481,618.1,2019-02,,,,,0.72,3.66,
US1NCFR0004,"LEWISVILLE 4.2 N, NC US",36.154362,-80.405506,269.4,2019-02,,,,,1.44,6.33,
US1NCMS0019,"MARSHALL 15.1 NNE, NC US",36.00835037,-82.61821747,946.4,2019-02,,,,,1.68,6.99,
USC00313969,"HENDERSON 2 NNW, NC US",36.3488,-78.41193,146.3,2019-02,0,0,0,0,1.75,6.31,0
US1NCWK0198,"CARY 1.9 SE, NC US",35.76538849,-78.77250671,129.8,2019-02,,,,,0.76,4.1,
USC00310212,"APEX, NC US",35.74263,-78.83697,137.2,2019-02,,,,,0.77,4.44,
US1NCWK0199,"GARNER 1.6 SSE, NC US",35.672875,-78.617372,88.1,2019-02,,,,,0.76,5.07,
USC00312635,"EDENTON, NC US",36.0164,-76.5516,3,2019-02,,,,,2.2,4.45,
US1NCCV0019,"MOORESBORO 2.7 SW, NC US",35.268827,-81.73053,271.3,2019-02,,,,,1.33,7.32,
US1NCCN0067,"TRENT WOODS 1.0 NNE, NC US",35.090558,-77.089713,5.2,2019-02,,,,,1.58,4.05,
USC00312631,"EDEN, NC US",36.4742,-79.7433,206.7,2019-02,0,0,0,0,2.05,5.88,0
US1NCCN0061,"NEW BERN 4.6 SW, NC US",35.074647,-77.137348,2.1,2019-02,,,,,1.54,3.92,
US1NCDH0024,"DURHAM 4.4 NNW, NC US",36.03908539,-78.94777679,134.7,2019-02,,,,,1.06,5.9,
US1NCCV0026,"SHELBY 3.5 N, NC US",35.33964157,-81.5329895,268.5,2019-02,,,,,1.22,6.66,
US1NCCN0063,"NEW BERN 5.2 SE, NC US",35.064403,-77.01576,8.2,2019-02,,,,,1.31,3.58,
US1NCDH0026,"DURHAM 5.8 NW, NC US",36.0482,-78.9757,142.6,2019-02,,,,,1.2,5.95,
US1NCMT0006,"WILLIAMSTON 0.9 SSW, NC US",35.838559,-77.062034,22.3,2019-02,,,,,,3.8,
US1NCED0018,"ROCKY MOUNT 3.1 SE, NC US",35.92876,-77.76839,33.8,2019-02,,,,,0.88,4.62,
US1NCMT0007,"JAMESVILLE 6.1 SW, NC US",35.74264,-76.9673,12.5,2019-02,,,,,,4.06,
US1NCDH0022,"DURHAM 6.8 NNW, NC US",36.07097626,-78.96331024,117.7,2019-02,,,,,1.23,5.56,
US1NCCV0024,"MOORESBORO 6.0 S, NC US",35.213388,-81.708333,216.4,2019-02,,,,,,7.06,
USC00317097,"RANDLEMAN, NC US",35.8222,-79.7917,246.9,2019-02,,,,,1,6.05,
US1NCED0011,"TARBORO 5.9 SE, NC US",35.839078,-77.494955,13.4,2019-02,,,,,0.8,4.54,
US1NCMS0012,"MARSHALL 4.8 SW, NC US",35.75637817,-82.75304413,678.2,2019-02,,,,,0.94,5.52,
US1NCMS0007,"HOT SPRINGS 8.4 SSW, NC US",35.78343,-82.89474,975.4,2019-02,,,,,0.79,4.63,
US1NCMS0005,"MARSHALL 13.6 NNW, NC US",35.98208,-82.76719,635.5,2019-02,,0,,0,1.45,7.11,0
USC00315913,"MOUNT HOLLY 4 NE, NC US",35.3338,-80.9868,185.9,2019-02,,,,,1.27,5.96,
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.4491,658.4,2019-02,0,0,0,0,1.55,8.82,0
US1NCCV0029,"SHELBY 6.9 NNE, NC US",35.373736,-81.476627,255.4,2019-02,,,,,1.23,6.82,
USC00313971,"HENDERSON 4 NNE, NC US",36.3647,-78.3881,152.4,2019-02,,,,,1.9,6.05,
US1NCMT0010,"ROBERSONVILLE 0.0 NNW, NC US",35.825368,-77.253325,21.9,2019-02,,,,,0.8,4.25,
US1NCMT0014,"WILLIAMSTON 8.9 SSE, NC US",35.72537994,-77.02729034,11,2019-02,,,,,0.9,3.9,
US1NCCN0074,"NEW BERN 2.6 SW, NC US",35.08924484,-77.10475159,4.6,2019-02,,,,,1.58,4.34,
US1NCCV0032,"LAWNDALE 0.1 NW, NC US",35.415367,-81.562792,250.9,2019-02,,,,,1.38,7.54,
USR0000NBFT,"BEAUFORT NORTH CAROLINA, NC US",35.5206,-76.9314,7.6,2019-02,,,,,,,
US1NCCM0034,"HOPE MILLS 8.0 SSE, NC US",34.87271667,-78.88165,46.3,2019-02,,,,,0.43,2.68,
US1NCCM0042,"HOPE MILLS 6.3 SE, NC US",34.910057,-78.874403,48.5,2019-02,,,,,,2.03,
USC00315923,"MOUNT MITCHELL, NC US",35.7585,-82.2711,1902,2019-02,2,1,3,3,1.42,9.11,3
USC00313503,"GOLDSBORO AG 1 N, NC US",35.42433,-77.99872,33.2,2019-02,,,,,0.95,3.65,
US1NCDH0006,"DURHAM 1.2 NW, NC US",35.9914,-78.931,113.1,2019-02,,,,,1.36,5.57,
US1NCCN0089,"TRENT WOODS 1.2 ENE, NC US",35.087335,-77.078864,4,2019-02,,,,,1.62,3.65,
US1NCLE0009,"SANFORD 6.0 N, NC US",35.56315,-79.195,97.5,2019-02,,,,,0.65,4.2,
US1NCCN0086,"NEW BERN 1.5 NW, NC US",35.134061,-77.098194,7,2019-02,,,,,1.3,4.23,
US1NCWR0011,"WISE 0.3 NNW, NC US",36.490341,-78.172615,115.2,2019-02,,,,,1.65,6.27,
US1NCON0086,"SWANSBORO 1.4 N, NC US",34.710851,-77.129041,9.1,2019-02,,0,,0,1.32,3.36,0
US1NCLE0003,"SANFORD 6.6 S, NC US",35.383124,-79.163226,121,2019-02,,,,,1.33,3.11,
US1NCYN0006,"BURNSVILLE 7.0 W, NC US",35.9126,-82.423,785.8,2019-02,,,,,1.14,5.89,
US1NCBC0085,"ASHEVILLE 6.3 NW, NC US",35.6362,-82.6302,647.7,2019-02,,,,,0.91,5.03,
US1NCBC0087,"BAT CAVE 1.9 N, NC US",35.479675,-82.284756,624.2,2019-02,,,,,1.43,7.52,
USC00311578,"CATAWBA 5 SW, NC US",35.6487,-81.1342,309.4,2019-02,0,0,0,0,1.03,5.9,0
USC00315930,"MOUNT OLIVE 6 SE, NC US",35.13763,-77.98908,49.4,2019-02,0,0,0,0,0.87,3.25,0
US1NCRN0035,"FRANKLINVILLE 2.9 N, NC US",35.787093,-79.693516,232.9,2019-02,,,,,0.81,5.58,
US1NCRN0036,"SEAGROVE 7.0 E, NC US",35.542285,-79.651927,148.1,2019-02,,,,,0.95,4.98,
US1NCWK0138,"KNIGHTDALE 1.4 SW, NC US",35.7802887,-78.50537109,76.8,2019-02,,,,,0.64,4.58,
US1NCBC0091,"CANDLER 1.3 N, NC US",35.55463,-82.692977,677.9,2019-02,0,0,0,0,0.92,5.06,0
USR0000NJCY,"JACKSON CO NORTH CAROLINA, NC US",35.3167,-82.2,853.4,2019-02,,,,,,,
US1NCYN0012,"BURNSVILLE 6.4 S, NC US",35.82636,-82.28427,952.8,2019-02,,,,,1.04,6.71,
US1NCLR0010,"KINSTON 5.1 WNW, NC US",35.30070037,-77.67621182,30.8,2019-02,,,,,0.78,2.92,
US1NCYN0013,"BURNSVILLE 5.9 SSW, NC US",35.838633,-82.341433,1163.1,2019-02,,,,,1.02,6.87,
US1NCWR0007,"NORLINA 5.0 N, NC US",36.517397,-78.192143,90.8,2019-02,,,,,1.68,5.78,
US1NCLR0004,"KINSTON 3.7 WNW, NC US",35.30044961,-77.64779664,36.9,2019-02,,,,,,3.22,
US1NCLR0007,"KINSTON 4.7 ESE, NC US",35.2460359,-77.515621,10.7,2019-02,,,,,0.77,3.03,
USC00315945,"MOUNT PLEASANT, NC US",35.41179,-80.43104,219.5,2019-02,0,0,0,0,,5.98,0
US1NCBC0094,"SWANNANOA 3.0 W, NC US",35.603096,-82.445701,681.2,2019-02,0,0,0,0,0.89,4.27,0
US1NCBC0095,"WEAVERVILLE 0.6 W, NC US",35.697933,-82.568916,661.7,2019-02,,,,,0.76,4.74,
US1NCWY0001,"GOLDSBORO 4.4 E, NC US",35.3724,-77.89842,40.8,2019-02,,,,,0.94,3.45,
USC00314860,"LAURINBURG, NC US",34.7502,-79.46628,64,2019-02,0,0,0,0,0.55,1.86,0
US1NCWK0149,"KNIGHTDALE 4.7 SSE, NC US",35.726918,-78.464817,78.9,2019-02,,,,,0.7,4.73,
US1NCWY0002,"PIKEVILLE 6.2 WSW, NC US",35.470358,-78.08919,35.1,2019-02,,,,,0.65,4.01,
US1NCRN0023,"ASHEBORO 1.3 SSE, NC US",35.703544,-79.801582,270.7,2019-02,,,,,0.77,5.14,
USR0000NPOC,"POCOSIN LAKES NORTH CAROLINA, NC US",35.7469,-76.5108,1.8,2019-02,,,,,,,
US1NCYN0004,"BURNSVILLE 6.5 SSW, NC US",35.829683,-82.3285,947.9,2019-02,,0,,0,1.1,6.85,0
US1NCJH0020,"CLAYTON 4.6 ESE, NC US",35.6169,-78.3846,93,2019-02,,,,,1.01,4.72,
US1NCJH0022,"MIDDLESEX 5.5 SSW, NC US",35.721802,-78.258338,83.2,2019-02,,,,,0.69,4.29,
US1NCSR0002,"DOBSON 2.3 SE, NC US",36.366946,-80.692741,348.7,2019-02,,,,,1.37,6.29,
USC00316805,"PISGAH FOREST 3 NE, NC US",35.2719,-82.6475,667.5,2019-02,0,0,0,0,1.69,9.91,0
US1NCBC0064,"WEAVERVILLE 4.2 N, NC US",35.7579,-82.56181,658.1,2019-02,,,,,0.73,4.83,
US1NCBC0066,"WEAVERVILLE 5.6 E, NC US",35.7077,-82.4592,780.9,2019-02,0,0,0,0,0.74,3.96,0
US1NCSR0004,"MOUNT AIRY 4.3 W, NC US",36.494052,-80.689644,389.5,2019-02,,,,,1.71,6.6,
USC00312200,"CULLOWHEE, NC US",35.3116,-83.1747,668.1,2019-02,0,0,0,0,1.46,9.8,0
USR0000NLEX,"LEXINGTON NORTH CAROLINA, NC US",35.7922,-80.312,228.6,2019-02,,,,,,,
US1NCLR0030,"KINSTON 1.2 NW, NC US",35.288374,-77.605355,24.4,2019-02,,,,,0.77,3.02,
US1NCLR0031,"PINK HILL 2.5 NE, NC US",35.084846,-77.718803,45.7,2019-02,,,,,0.54,2.38,
USR0000NTUR,"TURNBULL CREEK NORTH CAROLINA, NC US",34.6831,-78.5817,30.5,2019-02,,,,,,,
USR0000NTUS,"TUSQUITEE NORTH CAROLINA, NC US",35.04,-84.06,698.9,2019-02,,,,,,,
US1NCWK0176,"CARY 0.4 NNW, NC US",35.789148,-78.802298,133.2,2019-02,,,,,0.54,2.57,
USC00313784,"HAMLET, NC US",34.88634,-79.69238,106.7,2019-02,,,,,0.65,2.94,
US1NCLR0022,"KINSTON 7.0 SW, NC US",35.1919,-77.6598,24.1,2019-02,,,,,0.78,2.92,
US1NCLR0023,"KINSTON 4.4 WNW, NC US",35.288973,-77.666513,31.7,2019-02,,,,,0.85,3.14,
US1NCJH0046,"CLAYTON 6.8 ESE, NC US",35.61936944,-78.341075,51.2,2019-02,,,,,0.95,4.36,
US1NCJH0080,"KENLY 4.2 SSE, NC US",35.536,-78.1004,66.8,2019-02,,0,,0,1.03,3.51,0
US1NCJH0082,"CLAYTON 1.9 N, NC US",35.674264,-78.460063,105.5,2019-02,,,,,0.76,4.58,
US1NCMK0078,"CHARLOTTE 12.6 WSW, NC US",35.101113,-81.020045,203.3,2019-02,,,,,,3.89,
US1NCHR0026,"FUQUAY VARINA 6.1 SSW, NC US",35.50411987,-78.81704712,105.2,2019-02,,,,,0.65,4.59,
US1NCWK0100,"RALEIGH 6.9 N, NC US",35.921419,-78.67411,109.4,2019-02,,,,,,4.75,
US1NCUN0022,"MONROE 7.2 SW, NC US",34.92194697,-80.64102776,208.2,2019-02,,,,,0.96,4.22,
USC00310286,"ASHEBORO 2 W, NC US",35.70838,-79.83811,265.2,2019-02,,,,,1.15,5.86,
USC00313555,"GRAHAM 2 ENE, NC US",36.0503,-79.3728,201.2,2019-02,,,,,1.6,5.73,
US1NCWY0033,"GOLDSBORO 7.1 WSW, NC US",35.336799,-78.093954,53.9,2019-02,,,,,0.64,3.16,
US1NCSC0009,"LAURINBURG 4.3 SSE, NC US",34.704712,-79.453671,53.6,2019-02,,,,,0.32,1.89,
USR0000NCRN,"CROATAN NORTH CAROLINA, NC US",34.7833,-76.8667,6.1,2019-02,,,,,,,
US1NCSC0002,"LAURINBURG 5.7 SSW, NC US",34.691329,-79.516161,50,2019-02,,,,,0.47,1.94,
US1NCUN0017,"WAXHAW 4.1 ENE, NC US",34.944722,-80.674722,196.9,2019-02,,,,,1.24,4.48,
US1NCGL0008,"GREENSBORO 5.3 NNE, NC US",36.1515,-79.7968,242.3,2019-02,,,,,1.75,5.95,
US1NCGL0007,"OAK RIDGE 2.3 SSW, NC US",36.140393,-80.000353,264.3,2019-02,,,,,1.77,6.37,
US1NCOR0006,"HILLSBOROUGH 7.4 NW, NC US",36.1515,-79.1908,202.4,2019-02,,,,,1.42,5.48,
US1NCSR0012,"PILOT MOUNTAIN 0.3 W, NC US",36.384661,-80.476946,330.4,2019-02,,,,,1.58,6.44,
US1NCOR0002,"EFLAND 4.0 NNW, NC US",36.138333,-79.180556,210.9,2019-02,,,,,1.41,5.42,
US1NCMK0088,"CHARLOTTE 7.1 S, NC US",35.095157,-80.831962,179.2,2019-02,,,,,1.87,5.63,
USC00317924,"SILER CITY 2 N, NC US",35.7609,-79.46255,185.9,2019-02,,,,,0.89,5.09,
USC00312238,"DANBURY, NC US",36.4301,-80.1789,310.6,2019-02,0,0,0,0.2,1.86,6.06,0.2
USC00315743,"MOCKSVILLE 5 SE, NC US",35.84219,-80.49777,207.3,2019-02,0,0,0,0,1.23,5.96,0
US1NCHR0034,"COATS 0.2 ESE, NC US",35.405216,-78.665881,89.3,2019-02,,,,,1,4.04,
US1NCWK0115,"RALEIGH 2.7 NNE, NC US",35.856224,-78.635964,118.9,2019-02,,,,,0.79,4.49,
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.0963,-81.8311,1609.3,2019-02,0,0,0,0,1.09,5.67,0
US1NCWK0105,"CARY 2.7 S, NC US",35.744152,-78.806075,125.6,2019-02,,,,,0.58,3.47,
US1NCWK0106,"CARY 0.5 NW, NC US",35.796525,-78.787353,137.5,2019-02,,,,,0.79,4.3,
US1NCUN0028,"MONROE 7.1 SW, NC US",34.91487122,-80.63103485,211.2,2019-02,,,,,0.85,3.4,
US1NCUN0027,"WEDDINGTON 1.9 WSW, NC US",35.024841,-80.771545,203.3,2019-02,,,,,1.08,4.12,
US1NCJH0063,"CLAYTON 3.3 ENE, NC US",35.672634,-78.409744,81.1,2019-02,,,,,0.76,4.63,
US1NCJH0065,"FOUR OAKS 5.7 NW, NC US",35.51073837,-78.49013519,58.5,2019-02,,,,,1.15,3.59,
US1NCMK0092,"CHARLOTTE 3.9 WNW, NC US",35.21841,-80.89898,214.9,2019-02,,,,,1.4,5.84,
USC00313336,"FRISCO 2 NNE, NC US",35.2512,-75.6048,0,2019-02,0,0,0,0,4.43,6.98,0
US1NCHR0007,"LILLINGTON 2.0 W, NC US",35.4028,-78.8508,103.9,2019-02,,,,,,3.97,
USC00315996,"MURFREESBORO, NC US",36.4521,-77.0803,30.5,2019-02,,,,,1.45,5.59,
US1NCHR0002,"COATS 0.7 W, NC US",35.4049,-78.681,75.9,2019-02,,0,,0,0.77,4.05,0
US1NCWK0119,"RALEIGH 5.5 WSW, NC US",35.80356979,-78.75443268,127.1,2019-02,,,,,0.75,4.16,
US1NCWY0014,"FREMONT 0.4 ENE, NC US",35.54493332,-77.97008514,43.3,2019-02,,,,,0.66,3.91,
US1NCWY0017,"KENLY 4.9 SE, NC US",35.54779053,-78.057724,40.8,2019-02,,,,,0.87,3.96,
US1NCWY0010,"GOLDSBORO 11.5 WSW, NC US",35.29655,-78.16499,50.3,2019-02,,,,,0.46,1.76,
USC00313106,"FLETCHER 3 W, NC US",35.4267,-82.557,630.9,2019-02,0,0,0,0,1.28,7.22,0
US1NCHR0017,"CAMERON 7.6 E, NC US",35.32866667,-79.11633333,84.7,2019-02,,,,,0.87,4.31,
US1NCWK0131,"WAKE FOREST 4.7 NW, NC US",36.01764297,-78.58170319,122.2,2019-02,,,,,0.98,5.61,
USC00311165,"BRYSON CITY 4, NC US",35.4467,-83.4623,605,2019-02,0,0,0,0,1.78,11.52,0
US1NCUN0010,"MONROE 9.2 N, NC US",35.1187,-80.51475,202.4,2019-02,,,,,0.89,4.18,
USC00316853,"PLYMOUTH 5 E, NC US",35.8723,-76.6592,6.1,2019-02,0,0,0,0,1.01,3.91,0
USC00314675,"KING, NC US",36.2838,-80.3624,268.2,2019-02,0,0,0,0,1.51,6,0
US1NCUN0001,"MONROE 2.4 N, NC US",35.020746,-80.53429,175,2019-02,,,,,1.11,4.08,
USC00315771,"MONROE 2 SE, NC US",34.9797,-80.5233,167.6,2019-02,0,0,0,0,0.84,3.71,0
US1NCBC0005,"ASHEVILLE 2.1 NNW, NC US",35.6025,-82.5602,645.6,2019-02,,,,,0.83,4.56,
US1NCOR0038,"CHAPEL HILL 4.3 WSW, NC US",35.911279,-79.11436,148.4,2019-02,,,,,1.04,5.54,
US1NCOR0039,"DURHAM 7.2 WNW, NC US",36.035913,-79.024597,156.4,2019-02,,,,,1.21,6.24,
US1NCBC0001,"ASHEVILLE 5.6 NNW, NC US",35.6534,-82.5709,777.2,2019-02,,,,,0.91,4.76,
US1NCBC0004,"FAIRVIEW 3.8 ENE, NC US",35.546,-82.343,813.2,2019-02,,,,,1.75,8.61,
USC00314689,"KINSTON AG RESEARCH, NC US",35.2975,-77.5722,18.3,2019-02,0,0,0,0,1.01,3,0
USC00313356,"GASTONIA, NC US",35.2671,-81.1436,213.4,2019-02,0,0,0,0,1.16,6.24,0
USC00310090,"ALBEMARLE, NC US",35.3992,-80.1994,185.9,2019-02,,,,,0.69,2.97,
US1NCGL0049,"GREENSBORO 5.0 WSW, NC US",36.05975723,-79.91279602,275.8,2019-02,,,,,1.09,5.41,
US1NCOR0045,"CHAPEL HILL 9.4 W, NC US",35.908102,-79.20669,165.8,2019-02,,,,,1.03,5.14,
US1NCOR0046,"CHAPEL HILL 1.8 NE, NC US",35.945981,-79.018486,100,2019-02,,,,,1.06,5.33,
US1NCOR0044,"HILLSBOROUGH 5.6 NNW, NC US",36.149173,-79.133016,205.7,2019-02,,,,,1.46,5.85,
US1NCCH0004,"GOLDSTON 3.8 N, NC US",35.648565,-79.33607,173.1,2019-02,,,,,0.88,5.18,
US1NCOR0041,"HILLSBOROUGH 1.5 NE, NC US",36.084995,-79.081492,176.8,2019-02,,,,,1.41,6.03,
US1NCOR0040,"CHAPEL HILL 3.2 NNE, NC US",35.971378,-79.024581,153.3,2019-02,0,0,0,0,1.21,5.9,0
USC00314456,"JACKSON, NC US",36.39652,-77.42397,37.5,2019-02,,,,,1.41,5.08,
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.18355,-79.67736,222.5,2019-02,,,,,0.78,4.41,
US1NCCH0006,"SILER CITY 2.7 SSW, NC US",35.68886,-79.48052,206,2019-02,,,,,0.81,4.76,
US1NCGL0041,"GREENSBORO 7.1 S, NC US",35.976108,-79.836675,255.1,2019-02,,,,,1.07,5.77,
US1NCGL0016,"BROWNS SUMMIT 3.4 NW, NC US",36.2467,-79.7572,238.4,2019-02,,,,,1.72,6.47,
USR0000NFBR,"FORT BRAGG NORTH CAROLINA, NC US",35.1397,-79.0644,143,2019-02,,,,,,,
US1NCHR0042,"LILLINGTON 11.0 WSW, NC US",35.32299,-78.98909,136.2,2019-02,,,,,0.7,3.07,
US1NCHR0043,"LILLINGTON 0.7 WNW, NC US",35.4029,-78.8262,69.2,2019-02,,,,,0.82,3.82,
USC00314471,"JACKSONVILLE EOC, NC US",34.7965,-77.401,5.2,2019-02,0,,0,,0.8,3.05,
US1NCGL0013,"BROWNS SUMMIT 3.2 NW, NC US",36.2455,-79.7543,252.4,2019-02,,,,,1.81,6.44,
US1NCOR0027,"HILLSBOROUGH 1.8 S, NC US",36.045094,-79.101517,182.9,2019-02,,,,,1.21,5.68,
USR0000NFAI,"FAIRFIELD NORTH CAROLINA, NC US",35.5417,-76.2231,3,2019-02,,,,,,,
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.9891,258.8,2019-02,0,0,0,0,1.58,8.28,0
USC00316422,"RICHLANDS, NC US",34.925,-77.5113,6.1,2019-02,0,0,0,0,0.6,2.38,0
USC00317994,"SMITHFIELD, NC US",35.5174,-78.34446,45.7,2019-02,,,,,1.18,4.07,
US1NCPD0026,"HAMPSTEAD 2.3 ENE, NC US",34.38,-77.67305556,7.6,2019-02,,,,,0.34,1.32,
USR0000NWAY,"WAYAH NORTH CAROLINA, NC US",35.1667,-83.4031,658.4,2019-02,,,,,,,
US1NCBC0045,"ASHEVILLE 2.9 N, NC US",35.616229,-82.550453,660.2,2019-02,0,0,0,0,0.94,4.64,0
US1NCPD0022,"BURGAW 0.3 NE, NC US",34.554,-77.9229,12.2,2019-02,,,,,0.56,1.78,
US1NCBC0041,"ARDEN 1.6 ENE, NC US",35.47906,-82.49238,694.6,2019-02,,,,,1.24,6.33,
US1NCCH0036,"APEX 7.8 NW, NC US",35.8149,-78.9297,96.9,2019-02,,,,,0.96,4.69,
US1NCBC0043,"ASHEVILLE 8.1 NNW, NC US",35.684553,-82.595285,637.9,2019-02,,,,,0.82,4.36,
US1NCCH0035,"PITTSBORO 8.2 N, NC US",35.836262,-79.146446,143.6,2019-02,,,,,0.64,4.96,
USC00317516,"ROXBORO 7 ESE, NC US",36.3464,-78.8858,216.4,2019-02,,,,,1.51,6.28,
USC00314496,"JEFFERSON 2 E, NC US",36.41747,-81.42964,840.9,2019-02,1,1,1,1,1.62,6.45,1
USC00315340,"MARION, NC US",35.6847,-82.0084,429.8,2019-02,0,0,0,0,1.31,8.36,0
USW00013723,"GREENSBORO AIRPORT, NC US",36.0969,-79.9432,271.3,2019-02,0,0,0,0,1.56,5.9,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2019-02,0,0,0,0,1.02,4.26,0
US1NCPD0019,"SURF CITY 0.8 E, NC US",34.4254786,-77.5446796,3,2019-02,,,,,0.66,2.01,
US1NCPD0017,"HAMPSTEAD 0.3 NW, NC US",34.3708219,-77.7139119,15.5,2019-02,,,,,0.35,1.42,
USR0000TCHE,"CHEROKEE TENNESSEE, TN US",35.6197,-83.2069,1036.3,2019-02,,,,,,,
USC00316676,"PERRYTOWN, NC US",35.0556,-77.0859,8.5,2019-02,0,0,0,0,1.89,4.48,0
USC00316686,"PFAFFTOWN, NC US",36.1558,-80.3699,289.6,2019-02,,,,,0.77,3.73,
USC00319704,"YANCEYVILLE 4 SE, NC US",36.3773,-79.25502,193.5,2019-02,0,0,0,0,1.38,6.05,0
USC00314260,"HOT SPRINGS, NC US",35.89536,-82.8313,410,2019-02,0,0,0,0,1.28,5.35,0
US1NCBC0028,"ASHEVILLE 4.2 ESE, NC US",35.55,-82.48,697.1,2019-02,,0,,0,0.99,5.2,0
US1NCCH0015,"PITTSBORO 5.0 NE, NC US",35.779859,-79.124435,167.3,2019-02,,,,,1.05,4.95,
US1NCCY0003,"HAYESVILLE 5.2 E, NC US",35.054,-83.728,714.1,2019-02,,,,,1.93,11.78,
US1NCBC0021,"ASHEVILLE 4.0 NNE, NC US",35.62238,-82.50958,917.1,2019-02,,,,,0.87,4.82,
US1NCBC0022,"SKYLAND 1.0 W, NC US",35.48624431,-82.53532112,670.6,2019-02,,,,,,6.67,
US1NCOR0051,"CHAPEL HILL 2.5 N, NC US",35.964391,-79.039699,152.1,2019-02,,,,,1.14,5.56,
USC00315116,"LONGWOOD, NC US",34.0106,-78.5464,12.2,2019-02,,,,,0.36,1.65,
USC00315356,"MARSHALL, NC US",35.80336,-82.66573,585.2,2019-02,0,0,0,0,1.01,3.97,0
US1NCRN0013,"ASHEBORO 10.9 S, NC US",35.5645049,-79.777743,223.7,2019-02,,,,,,4.68,
USC00315123,"LOUISBURG, NC US",36.10259,-78.30418,79.2,2019-02,,,,,1.25,4.91,
US1NCJH0015,"WENDELL 6.5 S, NC US",35.689161,-78.3482,83.8,2019-02,,,,,0.78,4.53,
USW00093807,"WINSTON SALEM REYNOLDS AIRPORT, NC US",36.13361,-80.22222,295.7,2019-02,,,,,1.94,5.37,
US1NCCH0017,"PITTSBORO 6.2 NE, NC US",35.791449,-79.107356,112.5,2019-02,,,,,1.04,5.07,
US1NCCH0016,"APEX 9.2 WNW, NC US",35.77207184,-78.99810028,89.6,2019-02,,,,,0.85,4.06,
US1NCGL0055,"SUMMERFIELD 2.8 NW, NC US",36.233675,-79.92684,268.2,2019-02,,,,,1.71,6.43,
US1NCGL0054,"SUMMERFIELD 2.2 SE, NC US",36.18175,-79.86454,255.1,2019-02,,,,,1.64,6.4,
US1NCGL0058,"GREENSBORO 1.9 WSW, NC US",36.071845,-79.85908,265.2,2019-02,,,,,1.72,5.89,
US1NCJH0014,"CLAYTON 1.3 SSW, NC US",35.631653,-78.470186,91.1,2019-02,,,,,0.95,4.52,
USR0000NRUT,"RUTHERFORD CO NORTH CAROLI, NC US",35.4286,-81.9394,321.9,2019-02,,,,,,,
US1NCPD0031,"HAMPSTEAD 4.1 WNW, NC US",34.3866,-77.7785,4.6,2019-02,,,,,0.36,1.5,
US1NCCH0026,"SILER CITY 7.2 NE, NC US",35.806955,-79.382361,199.6,2019-02,,,,,0.78,3.78,
US1NCCH0025,"CARY 7.8 WNW, NC US",35.84159088,-78.9177475,98.1,2019-02,,,,,0.98,4.8,
US1NCCH0024,"SANFORD 10.0 N, NC US",35.620648,-79.201603,100.6,2019-02,,,,,0.91,4.31,
US1NCJH0007,"CLAYTON 5.7 SSE, NC US",35.572406,-78.415406,64,2019-02,,,,,1.21,4.64,
US1NCCH0029,"PITTSBORO 3.5 NW, NC US",35.748848,-79.226081,150.9,2019-02,,,,,1.17,4.85,
US1NCCH0028,"SILER CITY 0.6 E, NC US",35.723943,-79.451757,173.7,2019-02,,,,,,4.57,
US1NCGL0060,"HIGH POINT 1.9 NW, NC US",36.000759,-80.020974,263.3,2019-02,,,,,0.98,5.34,
US1NCCH0027,"PITTSBORO 7.0 N, NC US",35.81934357,-79.16055298,162.2,2019-02,,,,,,5.32,
US1NCPD0028,"TOPSAIL BEACH 2.1 W, NC US",34.378783,-77.669907,8.2,2019-02,,,,,0.38,1.4,
